"sound.files","selec","start","end","bottom.freq","top.freq","distance","signal.type","duration","frequency.modulation","amplitude.modulation","transect","site","frequency","treatment.replicates","reference","blur.ratio","envelope.correlation","excess.attenuation","SPL","signal.to.noise.ratio.t2","signal.to.noise.ratio","cross.correlation","spectral.blur.ratio","spectrum.correlation","tail.to.noise.ratio","tail.to.signal.ratio"
"T0_HA_M3_P3_D01.WAV-song_1-381",1,0.04,0.139999999999994,3.788,4.557,1,"0.1_fm_am_20_cr","short","no.fm","am","cr1","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-381-1",NA,NA,NA,56.7804315074278,45.8123583852874,45.8567281037025,NA,NA,NA,-17.2539302896438,-33.0255775831241
"T2_HC_M2_P2_D30.WAV-song_6-381",1,0.04,0.139999999999994,3.788,4.557,30,"0.1_fm_am_20_cr","short","no.fm","am","cr1","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-381-1",0.134629350475761,0.832956690063213,6.2243559660917,53.9745428625166,8.25548718727788,11.09430920059,0.799357112879521,0.0460472926299986,0.925067071039293,-4.47425814438994,-11.2687680026771
"T5_HC_M2_P2_D30.WAV-song_18-381",1,0.04,0.139999999999994,3.788,4.557,30,"0.1_fm_am_20_cr","short","no.fm","am","cr3","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-381-1",0.239305255628917,0.661027543578917,10.0156398642797,52.5338075621858,-20.8726812653014,0.75204441136823,-0.0328097563199931,0.0974710059930201,0.268512242523524,0.323296008771657,0.120080922992589
"T7_HA_M2_P2_D30.WAV-song_26-381",1,0.04,0.139999999999994,3.788,4.557,30,"0.1_fm_am_20_cr","short","no.fm","am","cr2","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-381-1",0.234075445010303,0.793386810389313,7.78663287320334,54.5517896767831,11.0734582964829,13.2140250160497,0.787993913223196,0.124815395754687,0.193612823674586,-3.44863832890533,-15.2517109818007
"T8_HC_M2_P2_D30.WAV-song_30-381",1,0.04,0.139999999999994,3.788,4.557,30,"0.1_fm_am_20_cr","short","no.fm","am","cr2","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-381-1",0.139673113013493,0.85534988874213,11.1245356384389,53.8550054189256,-2.70430750503887,4.77327034474058,0.681743128520656,0.0487624789232462,0.792341867452031,1.37610855280523,-2.92439381200364
"T0_HA_M3_P3_D01.WAV-song_1-382",1,0.04,0.140000000000009,4.281,5.383,1,"0.1_fm_am_21_cr","short","no.fm","am","cr1","Costa-Rica_Manu",5,"frq:_5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-382-1",NA,NA,NA,57.2302157907141,27.7893500780768,28.1365956707881,NA,NA,NA,-16.1717144645047,-29.8072840591461
"T2_HC_M2_P2_D30.WAV-song_6-382",1,0.04,0.140000000000009,4.281,5.383,30,"0.1_fm_am_21_cr","short","no.fm","am","cr1","Costa-Rica_Manu",5,"frq:_5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-382-1",0.12788329963111,0.895761717740216,12.6153622608477,52.3660345060004,1.04291825083092,6.55770259648613,0.586744279178686,0.163118426043947,0.772635546366464,-5.64533170696049,-11.5055446326094
"T5_HC_M2_P2_D30.WAV-song_18-382",1,0.04,0.140000000000023,4.281,5.383,30,"0.1_fm_am_21_cr","short","no.fm","am","cr3","Costa-Rica_Manu",5,"frq:_5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-382-1",0.188661716951686,0.720128258168471,11.7886521094332,51.9130364022877,NA,-0.167186940672676,0.134000398512034,0.246965653160044,0.342363467461469,1.07903367635652,-0.595826373070667
"T7_HA_M2_P2_D30.WAV-song_26-382",1,0.04,0.140000000000009,4.281,5.383,30,"0.1_fm_am_21_cr","short","no.fm","am","cr2","Costa-Rica_Manu",5,"frq:_5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-382-1",0.156117133201088,0.917089714800801,9.11710448836529,54.3114038742193,15.3663083882822,16.7336207967447,0.86418166412571,0.128405527107475,0.949634764606311,-1.09825982485136,-21.2966196118596
"T8_HC_M2_P2_D30.WAV-song_30-382",1,0.04,0.139999999999994,4.281,5.383,30,"0.1_fm_am_21_cr","short","no.fm","am","cr2","Costa-Rica_Manu",5,"frq:_5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-382-1",0.13818922608536,0.816611745042475,12.1283858407553,53.2831504054307,1.61181815859376,6.86384308934476,0.759660796288172,0.032734238323029,0.789462610864884,-5.69113939783578,-10.9284996342933
"T0_HA_M3_P3_D01.WAV-song_1-383",1,0.04,0.139999999999994,2.707,3.744,1,"0.1_fm_am_22_cr","short","no.fm","am","cr1","Costa-Rica_Manu",3,"frq:_3_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-383-1",NA,NA,NA,55.9993444694763,49.5531712499606,49.5820403879332,NA,NA,NA,0.617734788351515,-31.9868070215394
"T2_HC_M2_P2_D30.WAV-song_6-383",1,0.04,0.139999999999994,2.707,3.744,30,"0.1_fm_am_22_cr","short","no.fm","am","cr1","Costa-Rica_Manu",3,"frq:_3_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-383-1",0.160903854569666,0.843774231807954,6.46383298492744,53.7366088648425,7.22035258862574,10.3603814016288,0.676784586430977,0.0851602916865433,0.975270479181875,12.9803459634922,-4.00026909464742
"T5_HC_M2_P2_D30.WAV-song_18-383",1,0.04,0.139999999999994,2.707,3.744,30,"0.1_fm_am_22_cr","short","no.fm","am","cr3","Costa-Rica_Manu",3,"frq:_3_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-383-1",0.121377435420962,0.833503298528564,6.69749600010467,54.0946540586946,5.61637391792191,9.27504199651419,0.452764110985711,0.209640620952246,0.914991691592182,8.89701029369638,-6.05248987684866
"T7_HA_M2_P2_D30.WAV-song_26-383",1,0.04,0.139999999999994,2.707,3.744,30,"0.1_fm_am_22_cr","short","no.fm","am","cr2","Costa-Rica_Manu",3,"frq:_3_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-383-1",0.130179382318443,0.912632308292575,6.31215323745205,53.7406637632054,9.19867740528257,11.7846728213336,0.870449166356715,0.0757099376730494,0.922651874222856,3.01861010257099,-9.93650750791943
"T8_HC_M2_P2_D30.WAV-song_30-383",1,0.04,0.139999999999994,2.707,3.744,30,"0.1_fm_am_22_cr","short","no.fm","am","cr2","Costa-Rica_Manu",3,"frq:_3_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-383-1",0.135263924115652,0.854135128999716,4.10012346776252,54.9279031150201,1.85004170722654,6.99478389568534,0.788199672434417,0.0423956600500162,0.9824262746858,-0.225937125439536,-9.69982593253972
"T0_HA_M3_P3_D01.WAV-song_1-384",1,0.04,0.140000000000009,1.136,2.004,1,"0.1_fm_am_23_cr","short","no.fm","am","cr1","Costa-Rica_Manu",1.5,"frq:_1.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-384-1",NA,NA,NA,56.2670186566354,45.7188951983892,45.7637436911658,NA,NA,NA,-1.94620036586863,-24.0856283240951
"T2_HC_M2_P2_D30.WAV-song_6-384",1,0.04,0.140000000000009,1.136,2.004,30,"0.1_fm_am_23_cr","short","no.fm","am","cr1","Costa-Rica_Manu",1.5,"frq:_1.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-384-1",0.0854164344845935,0.904640008479811,4.00404901775852,54.6428208854497,14.9412626047087,16.3717933015405,0.86984684445647,0.0267939633233181,0.968522815538885,4.58477271103589,-12.0131527495237
"T5_HC_M2_P2_D30.WAV-song_18-384",1,0.04,0.139999999999994,1.136,2.004,30,"0.1_fm_am_23_cr","short","no.fm","am","cr3","Costa-Rica_Manu",1.5,"frq:_1.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-384-1",0.159715195330996,0.819266371219579,14.9358475102103,53.4403952377866,2.93870896914544,7.61364829809447,0.756605665305848,0.0594901753759352,0.755440572250399,-4.966604587713,-7.70179086459137
"T7_HA_M2_P2_D30.WAV-song_26-384",1,0.04,0.140000000000009,1.136,2.004,30,"0.1_fm_am_23_cr","short","no.fm","am","cr2","Costa-Rica_Manu",1.5,"frq:_1.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-384-1",0.225759647962399,0.747116557249101,8.38276935198804,53.396597781679,6.15504473072754,9.63228579664584,0.778513848507886,0.168366582340369,0.307083378596926,2.49619565305915,-9.46636696988216
"T8_HC_M2_P2_D30.WAV-song_30-384",1,0.04,0.140000000000023,1.136,2.004,30,"0.1_fm_am_23_cr","short","no.fm","am","cr2","Costa-Rica_Manu",1.5,"frq:_1.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-384-1",0.146144695455284,0.716247901858342,9.82544756343007,53.1694500533559,-0.578922785452383,5.73596084716587,0.709414601139529,0.0563508454031385,0.541451613662128,5.3489898053045,-3.09813985997474
"T0_HA_M3_P3_D01.WAV-song_1-385",1,0.04,0.139999999999994,9.138,10.948,1,"0.1_fm_am_24_cr","short","no.fm","am","cr1","Costa-Rica_Manu",10,"frq:_10_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-385-1",NA,NA,NA,54.5216287889784,56.5556724914062,56.5685760071061,NA,NA,NA,-12.1558721657363,-24.977273003812
"T2_HC_M2_P2_D30.WAV-song_6-385",1,0.04,0.139999999999994,9.138,10.948,30,"0.1_fm_am_24_cr","short","no.fm","am","cr1","Costa-Rica_Manu",10,"frq:_10_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-385-1",0.191865641923082,0.757906188683223,27.9076547362506,51.5404969225862,-18.2968562978674,0.997244984610134,0.477136142064656,0.241918437761924,0.36462570816867,1.47425765419119,-0.138474160060376
"T5_HC_M2_P2_D30.WAV-song_18-385",1,0.04,0.139999999999994,9.138,10.948,30,"0.1_fm_am_24_cr","short","no.fm","am","cr3","Costa-Rica_Manu",10,"frq:_10_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-385-1",0.222938423580519,0.678121793096249,41.5037274184257,52.2989718489099,-25.703429312899,0.439154879943105,0.475004622852295,0.23830125347671,0.261804270121074,1.4988634724716,-0.809861013980057
"T7_HA_M2_P2_D30.WAV-song_26-385",1,0.04,0.139999999999994,9.138,10.948,30,"0.1_fm_am_24_cr","short","no.fm","am","cr2","Costa-Rica_Manu",10,"frq:_10_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-385-1",0.150062261201129,0.800199198688208,20.6658462885275,51.820494030702,-5.60796440497228,3.66155980168734,0.685693877039917,0.203616740559722,0.464160884288829,-0.62145709723641,-4.63244698188224
"T8_HC_M2_P2_D30.WAV-song_30-385",1,0.04,0.139999999999994,9.138,10.948,30,"0.1_fm_am_24_cr","short","no.fm","am","cr2","Costa-Rica_Manu",10,"frq:_10_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-385-1",0.212774239702568,0.74830497543456,16.6630225740604,53.522699023937,-41.0008656110755,0.0770624903855945,0.497470380993649,0.297416611102623,0.284700110768649,0.18521335212441,-0.063665372383563
"T0_HA_M3_P3_D01.WAV-song_1-386",1,0.04,0.139999999999994,7.093,8,1,"0.1_fm_am_25_cr","short","no.fm","am","cr1","Costa-Rica_Manu",7.5,"frq:_7.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-386-1",NA,NA,NA,55.8669748651171,50.474044802085,50.5000142471251,NA,NA,NA,-0.660233906593611,-25.4992325133832
"T2_HC_M2_P2_D30.WAV-song_6-386",1,0.04,0.139999999999994,7.093,8,30,"0.1_fm_am_25_cr","short","no.fm","am","cr1","Costa-Rica_Manu",7.5,"frq:_7.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-386-1",0.157842005288391,0.829830178204452,32.3250175288286,53.6710191180811,2.96863105030878,7.63112888496524,0.495033978089221,0.111294603099018,0.823113816109792,8.59089947846114,-2.38596357116906
"T5_HC_M2_P2_D30.WAV-song_18-386",1,0.04,0.139999999999994,7.093,8,30,"0.1_fm_am_25_cr","short","no.fm","am","cr3","Costa-Rica_Manu",7.5,"frq:_7.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-386-1",0.193470061364557,0.9008711549945,37.6415007777809,52.4765317556942,-14.9292225960925,1.43236002841939,0.694071996251142,0.201059972649974,0.854740707560443,1.73746226654131,1.36459606199789
"T7_HA_M2_P2_D30.WAV-song_26-386",1,0.04,0.139999999999994,7.093,8,30,"0.1_fm_am_25_cr","short","no.fm","am","cr2","Costa-Rica_Manu",7.5,"frq:_7.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-386-1",0.0972472617559085,0.906117521260988,11.2016980654628,54.103647573533,21.1872020088678,21.9135888811818,0.836007245487666,0.0203411044833551,0.865479910434823,3.12698633702217,-16.8581705895633
"T8_HC_M2_P2_D30.WAV-song_30-386",1,0.04,0.139999999999994,7.093,8,30,"0.1_fm_am_25_cr","short","no.fm","am","cr2","Costa-Rica_Manu",7.5,"frq:_7.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-386-1",0.212170055384685,0.648800507062169,35.8730933136973,53.9838996462364,5.62601003316469,9.28136686318937,0.523567310510154,0.0683958353593731,0.859383049615799,6.1563607457466,-3.33731256396473
"T0_HA_M3_P3_D01.WAV-song_1-387",1,0.04,0.140000000000009,8.153,9.001,1,"0.1_fm_am_26_cr","short","no.fm","am","cr1","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-387-1",NA,NA,NA,56.8599356961187,21.0260352445985,21.7654629513177,NA,NA,NA,-6.68645340421333,-26.3735833387615
"T2_HC_M2_P2_D30.WAV-song_6-387",1,0.04,0.140000000000009,8.153,9.001,30,"0.1_fm_am_26_cr","short","no.fm","am","cr1","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-387-1",0.162452060441122,0.70166766680189,49.1897930274787,51.6959215383526,NA,-1.37860322387635,0.617245963764113,0.071075331574189,0.556440163686112,-0.820909200487544,-3.69143590987008
"T5_HC_M2_P2_D30.WAV-song_18-387",1,0.04,0.140000000000023,8.153,9.001,30,"0.1_fm_am_26_cr","short","no.fm","am","cr3","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-387-1",0.0893020351582226,0.912990541565745,51.1833756087712,51.6465019212329,-18.6439623989947,0.96025937847605,0.808335559303728,0.0662050939282741,0.92973165125318,0.2682241798319,0.35310100784366
"T7_HA_M2_P2_D30.WAV-song_26-387",1,0.04,0.140000000000009,8.153,9.001,30,"0.1_fm_am_26_cr","short","no.fm","am","cr2","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-387-1",0.0855041380534867,0.951391430810185,25.9749368555958,52.5749408275908,0.872433135952083,6.46776555884803,0.904519783352797,0.0440543668307897,0.90193742494522,4.36711294087588,-10.1140723313864
"T8_HC_M2_P2_D30.WAV-song_30-387",1,0.04,0.139999999999994,8.153,9.001,30,"0.1_fm_am_26_cr","short","no.fm","am","cr2","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-387-1",0.15106041265033,0.758874208577084,42.922143748365,52.8910614210668,-15.1615802840163,1.3974335505412,0.717064674314921,0.0224866081708037,0.703907736672882,-5.56047033766294,-6.01197359375998
"T0_HA_M3_P3_D01.WAV-song_1-388",1,0.04,0.139999999999994,8.144,8.715,1,"0.1_fm_am_27_cr","short","no.fm","am","cr1","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-388-1",NA,NA,NA,56.324905954574,26.897028437866,27.2810252320691,NA,NA,NA,-6.1325869327401,-24.7927860265886
"T2_HC_M2_P2_D30.WAV-song_6-388",1,0.04,0.139999999999994,8.144,8.715,30,"0.1_fm_am_27_cr","short","no.fm","am","cr1","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-388-1",0.238335207764256,0.548847382898222,44.3691639744498,51.1810229860879,-9.94036703410517,2.40098537418249,0.644954447616545,0.0421258090701028,0.863289190943382,4.75169303169332,1.41062816412061
"T5_HC_M2_P2_D30.WAV-song_18-388",1,0.04,0.139999999999994,8.144,8.715,30,"0.1_fm_am_27_cr","short","no.fm","am","cr3","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-388-1",0.0801283889153879,0.916166490431421,50.0570250059506,52.3620108814493,-9.95801077837337,2.39672754184036,0.797741947681745,0.00987395533657174,0.967502220260349,-3.92080366232355,-4.31314736612144
"T7_HA_M2_P2_D30.WAV-song_26-388",1,0.04,0.139999999999994,8.144,8.715,30,"0.1_fm_am_27_cr","short","no.fm","am","cr2","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-388-1",0.112547541166384,0.931278068171814,23.769818079838,52.2206694504497,6.93587769592184,10.1631980255521,0.901378660595536,0.0375617034729097,0.955495508806703,4.3783019713291,-10.2303806048864
"T8_HC_M2_P2_D30.WAV-song_30-388",1,0.04,0.139999999999994,8.144,8.715,30,"0.1_fm_am_27_cr","short","no.fm","am","cr2","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-388-1",0.186293697990078,0.760833197762156,41.9757993590866,52.8053458164432,-7.39735029830872,3.08671209792201,0.47898091769052,0.0869699049167878,-0.209738752602615,-2.4051654897476,-6.18768318721093
"T0_HA_M3_P3_D01.WAV-song_1-389",1,0.04,0.140000000000009,5.172,6.191,1,"0.1_fm_am_28_cr","short","no.fm","am","cr1","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-389-1",NA,NA,NA,54.7497272966754,52.8495605867118,52.869323097553,NA,NA,NA,-2.66022237845479,-28.9662132516608
"T2_HC_M2_P2_D30.WAV-song_6-389",1,0.04,0.140000000000009,5.172,6.191,30,"0.1_fm_am_28_cr","short","no.fm","am","cr1","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-389-1",0.129561960666891,0.857123486289595,12.0206807272741,53.1282107324284,10.5906958794447,12.8390232877979,0.565437142943719,0.0527878392557511,0.85493490624772,10.0206465020372,-5.19944973279781
"T5_HC_M2_P2_D30.WAV-song_18-389",1,0.04,0.139999999999994,5.172,6.191,30,"0.1_fm_am_28_cr","short","no.fm","am","cr3","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-389-1",0.177176797250757,0.780347724744773,15.5091029454769,51.5706380066095,-15.313726794889,1.37499090034028,0.609182401002527,0.0973377062985702,0.844322861083862,-3.22457592004048,-3.02493455308007
"T7_HA_M2_P2_D30.WAV-song_26-389",1,0.04,0.140000000000009,5.172,6.191,30,"0.1_fm_am_28_cr","short","no.fm","am","cr2","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-389-1",0.232437326930701,0.707176946044783,5.13076036382938,53.2091814586788,20.8571828294826,21.6105137324102,0.887661497270879,0.144589997086062,0.639482212157153,6.10296754398463,-14.6467154680389
"T8_HC_M2_P2_D30.WAV-song_30-389",1,0.04,0.140000000000023,5.172,6.191,30,"0.1_fm_am_28_cr","short","no.fm","am","cr2","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-389-1",0.153594709682258,0.832979399772567,5.9542216113039,54.1784755562873,14.1438686926902,15.7002975368798,0.694538381423417,0.0602672052646208,0.857137007753058,8.14845218422605,-6.68306898839562
"T0_HA_M3_P3_D01.WAV-song_1-390",1,0.04,0.139999999999994,8.899,9.811,1,"0.1_fm_am_29_cr","short","no.fm","am","cr1","Costa-Rica_Manu",9.5,"frq:_9.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-390-1",NA,NA,NA,55.8600081896563,42.0955489258801,42.1635219242379,NA,NA,NA,-9.30644516029014,-29.5737021970427
"T2_HC_M2_P2_D30.WAV-song_6-390",1,0.04,0.139999999999994,8.899,9.811,30,"0.1_fm_am_29_cr","short","no.fm","am","cr1","Costa-Rica_Manu",9.5,"frq:_9.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-390-1",0.281084199101777,0.595632811040183,47.92216339775,53.191611576038,-10.8950163434908,2.17985669736283,0.321408713241758,0.146605575006095,-0.0576286293784083,0.436394130980106,0.382956107430275
"T5_HC_M2_P2_D30.WAV-song_18-390",1,0.04,0.139999999999994,8.899,9.811,30,"0.1_fm_am_29_cr","short","no.fm","am","cr3","Costa-Rica_Manu",9.5,"frq:_9.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-390-1",0.262284831078717,0.647384427917154,68.9361050962619,52.2916363588513,NA,-0.21071258580373,0.134914559386152,0.173012095822085,-0.418757348052862,5.020091529476,1.17118150322489
"T7_HA_M2_P2_D30.WAV-song_26-390",1,0.04,0.139999999999994,8.899,9.811,30,"0.1_fm_am_29_cr","short","no.fm","am","cr2","Costa-Rica_Manu",9.5,"frq:_9.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-390-1",0.134676470419831,0.907534936596775,26.7666595477953,52.5862104932798,2.19741867250736,7.18861456538417,0.585753837529248,0.0950740924198686,0.432457582150912,0.500468905090828,-6.34262683601571
"T8_HC_M2_P2_D30.WAV-song_30-390",1,0.04,0.139999999999994,8.899,9.811,30,"0.1_fm_am_29_cr","short","no.fm","am","cr2","Costa-Rica_Manu",9.5,"frq:_9.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-390-1",0.152005471605865,0.823801769782673,46.1952492237985,52.5118419736128,-8.08698937352427,2.88612786678873,0.207380869893038,0.264403031972081,-0.420801980013045,0.325456905828428,-2.51481726618129
"T0_HA_M3_P3_D01.WAV-song_1-364",1,0.04,0.140000000000009,5.245,5.976,1,"0.1_fm_am_3_cr","short","no.fm","am","cr1","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-364-1",NA,NA,NA,56.3221898735457,39.2905946799435,39.3843376890328,NA,NA,NA,-5.81607672890884,-18.8973112563395
"T2_HC_M2_P2_D30.WAV-song_6-364",1,0.04,0.140000000000009,5.245,5.976,30,"0.1_fm_am_3_cr","short","no.fm","am","cr1","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-364-1",0.185222300386008,0.64485668685849,29.3266498352992,51.4906206987808,5.14642540619814,8.96952407376093,0.696813117740822,0.066417209626241,0.773913571436903,7.53158947065369,-1.86130432510348
"T5_HC_M2_P2_D30.WAV-song_18-364",1,0.04,0.139999999999994,5.245,5.976,30,"0.1_fm_am_3_cr","short","no.fm","am","cr3","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-364-1",0.0841369722755499,0.898349970048254,17.2398155684803,52.4694440882867,-6.40232681308422,3.39643769252246,0.577904649707942,0.0515195677789009,0.789253944147706,4.06050780528178,-0.0112298442816163
"T7_HA_M2_P2_D30.WAV-song_26-364",1,0.04,0.140000000000009,5.245,5.976,30,"0.1_fm_am_3_cr","short","no.fm","am","cr2","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-364-1",0.117000539527712,0.931540671634311,12.1410523883841,52.864366779565,15.0406381359593,16.4561518338705,0.881431609643088,0.0567425035400555,0.918804058549088,0.468494507971628,-15.4312134106119
"T8_HC_M2_P2_D30.WAV-song_30-364",1,0.04,0.140000000000023,5.245,5.976,30,"0.1_fm_am_3_cr","short","no.fm","am","cr2","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-364-1",0.131954496429575,0.819715222481542,12.5245868425515,53.7888683103422,8.12432258338685,10.9999121660354,0.806627447932286,0.0819590049009537,0.909656308517783,0.460027499369149,-8.54412394930043
"T0_HA_M3_P3_D01.WAV-song_1-391",1,0.04,0.139999999999994,4.191,5.426,1,"0.1_fm_am_30_cr","short","no.fm","am","cr1","Costa-Rica_Manu",5,"frq:_5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-391-1",NA,NA,NA,57.0237892986136,50.341002793074,50.3673724669465,NA,NA,NA,-13.6070964341194,-30.9056840527942
"T2_HC_M2_P2_D30.WAV-song_6-391",1,0.04,0.139999999999994,4.191,5.426,30,"0.1_fm_am_30_cr","short","no.fm","am","cr1","Costa-Rica_Manu",5,"frq:_5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-391-1",0.107448791844032,0.863774423119289,12.734608151006,52.92597962964,19.8887218249558,20.7267508422661,0.790450141747087,0.0749401741488983,0.922766734456349,3.56929314627344,-10.9097033623324
"T5_HC_M2_P2_D30.WAV-song_18-391",1,0.04,0.139999999999994,4.191,5.426,30,"0.1_fm_am_30_cr","short","no.fm","am","cr3","Costa-Rica_Manu",5,"frq:_5_dur:_short_am_no.fm","T0_HA_M3_P3_D01.WAV-song_1-391-1",0.185723987609707,0.658737324438398,11.8620764381694,51.956295191306,-11.2377702815193,2.10494154570763,0.26124841804998,0.0393515180657927,0.716480561914977,-2.0184720579715,-1.25265687114742
