"sound.files","selec","start","end","bottom.freq","top.freq","template","data.set","environm","orig.sound.file","Temperatura","Humedad","distance","Vegetacion","Transecto","signal.type","reference","blur.ratio","envelope.correlation","excess.attenuation.ma","excess.attenuation.sa","signal.to.noise.ratio.t1","signal.to.noise.ratio.t2","cross.correlation","spectral.blur.ratio","tail.to.signal.ratio.t1","tail.to.signal.ratio.t2"
"200303-000.wav_2",1,0.04,0.24002267573696,7.875,8.805,"0.2_BB_am_no.harm.wav_1","simulations",NA,"0.2_BB_am_no.harm.wav_1",22.8,0.31,1,"abierta",1,"0.2_BB_am_no.harm.wav_1","200303-000.wav_2-1",NA,NA,NA,NA,48.143804870251,48.143804870251,
