"sound.files","selec","start","end","bottom.freq","top.freq","template","data.set","environm","orig.sound.file","Temperatura","Humedad","distance","Vegetacion","Transecto","signal.type","reference","excess.attenuation"
"200303-028.wav_731",1,0.04,0.140022675736994,5.632,10.245,"0.1_BB_am_harm.wav_10","simulations",NA,"0.1_BB_am_harm.wav_10",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_10","200303-000.wav_731-1",0.836282079811017
"200303-029.wav_731",1,0.04,0.140022675736994,5.632,10.245,"0.1_BB_am_harm.wav_10","simulations",NA,"0.1_BB_am_harm.wav_10",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_10","200303-000.wav_731-1",0.74271255917261
"200303-003.wav_732",1,0.04,0.140022675736994,1.474,3.825,"0.1_BB_am_harm.wav_11","simulations",NA,"0.1_BB_am_harm.wav_11",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_11","200303-000.wav_732-1",0.743431678762067
"200303-010.wav_732",1,0.04,0.140022675736994,1.474,3.825,"0.1_BB_am_harm.wav_11","simulations",NA,"0.1_BB_am_harm.wav_11",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_11","200303-000.wav_732-1",0.810042906083684
"200303-016.wav_732",1,0.04,0.140022675736994,1.474,3.825,"0.1_BB_am_harm.wav_11","simulations",NA,"0.1_BB_am_harm.wav_11",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_11","200303-000.wav_732-1",0.742096039372389
"200303-017.wav_732",1,0.04,0.140022675736994,1.474,3.825,"0.1_BB_am_harm.wav_11","simulations",NA,"0.1_BB_am_harm.wav_11",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_11","200303-000.wav_732-1",0.759275468305912
"200303-028.wav_732",1,0.04,0.140022675736994,1.474,3.825,"0.1_BB_am_harm.wav_11","simulations",NA,"0.1_BB_am_harm.wav_11",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_11","200303-000.wav_732-1",0.771963993588764
"200303-029.wav_732",1,0.04,0.140022675736994,1.474,3.825,"0.1_BB_am_harm.wav_11","simulations",NA,"0.1_BB_am_harm.wav_11",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_11","200303-000.wav_732-1",0.788258479221929
"200303-003.wav_733",1,0.04,0.140022675736994,9.598,15.3495,"0.1_BB_am_harm.wav_12","simulations",NA,"0.1_BB_am_harm.wav_12",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_12","200303-000.wav_733-1",0.717184677637771
"200303-010.wav_733",1,0.04,0.140022675736994,9.598,15.3495,"0.1_BB_am_harm.wav_12","simulations",NA,"0.1_BB_am_harm.wav_12",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_12","200303-000.wav_733-1",0.748804779603715
"200303-016.wav_733",1,0.04,0.140022675736994,9.598,15.3495,"0.1_BB_am_harm.wav_12","simulations",NA,"0.1_BB_am_harm.wav_12",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_12","200303-000.wav_733-1",0.658916385343059
"200303-017.wav_733",1,0.04,0.140022675736994,9.598,15.3495,"0.1_BB_am_harm.wav_12","simulations",NA,"0.1_BB_am_harm.wav_12",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_12","200303-000.wav_733-1",0.544300518292465
"200303-028.wav_733",1,0.04,0.140022675736994,9.598,15.3495,"0.1_BB_am_harm.wav_12","simulations",NA,"0.1_BB_am_harm.wav_12",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_12","200303-000.wav_733-1",0.701468351800797
"200303-029.wav_733",1,0.04,0.140022675736994,9.598,15.3495,"0.1_BB_am_harm.wav_12","simulations",NA,"0.1_BB_am_harm.wav_12",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_12","200303-000.wav_733-1",0.587043286678932
"200303-003.wav_734",1,0.04,0.140022675737023,7.317,12.2115,"0.1_BB_am_harm.wav_13","simulations",NA,"0.1_BB_am_harm.wav_13",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_13","200303-000.wav_734-1",0.823704718704712
"200303-010.wav_734",1,0.04,0.140022675737023,7.317,12.2115,"0.1_BB_am_harm.wav_13","simulations",NA,"0.1_BB_am_harm.wav_13",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_13","200303-000.wav_734-1",0.839962975876187
"200303-016.wav_734",1,0.04,0.140022675737023,7.317,12.2115,"0.1_BB_am_harm.wav_13","simulations",NA,"0.1_BB_am_harm.wav_13",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_13","200303-000.wav_734-1",0.774675431078688
"200303-017.wav_734",1,0.04,0.140022675737023,7.317,12.2115,"0.1_BB_am_harm.wav_13","simulations",NA,"0.1_BB_am_harm.wav_13",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_13","200303-000.wav_734-1",0.664352514491792
"200303-028.wav_734",1,0.04,0.140022675737023,7.317,12.2115,"0.1_BB_am_harm.wav_13","simulations",NA,"0.1_BB_am_harm.wav_13",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_13","200303-000.wav_734-1",0.82636778478467
"200303-029.wav_734",1,0.04,0.140022675737023,7.317,12.2115,"0.1_BB_am_harm.wav_13","simulations",NA,"0.1_BB_am_harm.wav_13",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_13","200303-000.wav_734-1",0.702337379738657
"200303-003.wav_735",1,0.04,0.140022675736994,0.1,1.215,"0.1_BB_am_harm.wav_14","simulations",NA,"0.1_BB_am_harm.wav_14",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_14","200303-000.wav_735-1",0.666306254689602
"200303-010.wav_735",1,0.04,0.140022675736994,0.1,1.215,"0.1_BB_am_harm.wav_14","simulations",NA,"0.1_BB_am_harm.wav_14",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_14","200303-000.wav_735-1",0.743199449530164
"200303-016.wav_735",1,0.04,0.140022675736994,0.1,1.215,"0.1_BB_am_harm.wav_14","simulations",NA,"0.1_BB_am_harm.wav_14",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_14","200303-000.wav_735-1",0.693986093165361
"200303-017.wav_735",1,0.04,0.140022675736994,0.1,1.215,"0.1_BB_am_harm.wav_14","simulations",NA,"0.1_BB_am_harm.wav_14",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_14","200303-000.wav_735-1",0.683748672599534
"200303-028.wav_735",1,0.04,0.140022675736994,0.1,1.215,"0.1_BB_am_harm.wav_14","simulations",NA,"0.1_BB_am_harm.wav_14",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_14","200303-000.wav_735-1",0.727008511029274
"200303-029.wav_735",1,0.04,0.140022675736994,0.1,1.215,"0.1_BB_am_harm.wav_14","simulations",NA,"0.1_BB_am_harm.wav_14",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_14","200303-000.wav_735-1",0.704942181912844
"200303-003.wav_736",1,0.04,0.140022675736994,5.396,9.228,"0.1_BB_am_harm.wav_15","simulations",NA,"0.1_BB_am_harm.wav_15",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_15","200303-000.wav_736-1",0.830030791578618
"200303-010.wav_736",1,0.04,0.140022675736994,5.396,9.228,"0.1_BB_am_harm.wav_15","simulations",NA,"0.1_BB_am_harm.wav_15",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_15","200303-000.wav_736-1",0.823995914357513
"200303-016.wav_736",1,0.04,0.140022675736994,5.396,9.228,"0.1_BB_am_harm.wav_15","simulations",NA,"0.1_BB_am_harm.wav_15",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_15","200303-000.wav_736-1",0.761280813314109
"200303-017.wav_736",1,0.04,0.140022675736994,5.396,9.228,"0.1_BB_am_harm.wav_15","simulations",NA,"0.1_BB_am_harm.wav_15",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_15","200303-000.wav_736-1",0.684779351663825
"200303-028.wav_736",1,0.04,0.140022675736994,5.396,9.228,"0.1_BB_am_harm.wav_15","simulations",NA,"0.1_BB_am_harm.wav_15",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_15","200303-000.wav_736-1",0.828405293725892
"200303-029.wav_736",1,0.04,0.140022675736994,5.396,9.228,"0.1_BB_am_harm.wav_15","simulations",NA,"0.1_BB_am_harm.wav_15",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_15","200303-000.wav_736-1",0.714428049952757
"200303-003.wav_737",1,0.04,0.140022675736994,9.435,15.5655,"0.1_BB_am_harm.wav_16","simulations",NA,"0.1_BB_am_harm.wav_16",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_16","200303-000.wav_737-1",0.783076133440417
"200303-010.wav_737",1,0.04,0.140022675736994,9.435,15.5655,"0.1_BB_am_harm.wav_16","simulations",NA,"0.1_BB_am_harm.wav_16",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_16","200303-000.wav_737-1",0.734269628957304
"200303-016.wav_737",1,0.04,0.140022675736994,9.435,15.5655,"0.1_BB_am_harm.wav_16","simulations",NA,"0.1_BB_am_harm.wav_16",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_16","200303-000.wav_737-1",0.697798420941182
"200303-017.wav_737",1,0.04,0.140022675736994,9.435,15.5655,"0.1_BB_am_harm.wav_16","simulations",NA,"0.1_BB_am_harm.wav_16",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_16","200303-000.wav_737-1",0.564731301183259
"200303-028.wav_737",1,0.04,0.140022675736994,9.435,15.5655,"0.1_BB_am_harm.wav_16","simulations",NA,"0.1_BB_am_harm.wav_16",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_16","200303-000.wav_737-1",0.74563137362912
"200303-029.wav_737",1,0.04,0.140022675736994,9.435,15.5655,"0.1_BB_am_harm.wav_16","simulations",NA,"0.1_BB_am_harm.wav_16",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_16","200303-000.wav_737-1",0.618065310876272
"200303-003.wav_738",1,0.04,0.140022675736994,1.23,3.7875,"0.1_BB_am_harm.wav_17","simulations",NA,"0.1_BB_am_harm.wav_17",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_17","200303-000.wav_738-1",0.754407713956794
"200303-010.wav_738",1,0.04,0.140022675736994,1.23,3.7875,"0.1_BB_am_harm.wav_17","simulations",NA,"0.1_BB_am_harm.wav_17",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_17","200303-000.wav_738-1",0.808297036503633
"200303-016.wav_738",1,0.04,0.140022675736994,1.23,3.7875,"0.1_BB_am_harm.wav_17","simulations",NA,"0.1_BB_am_harm.wav_17",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_17","200303-000.wav_738-1",0.722046468198024
"200303-017.wav_738",1,0.04,0.140022675736994,1.23,3.7875,"0.1_BB_am_harm.wav_17","simulations",NA,"0.1_BB_am_harm.wav_17",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_17","200303-000.wav_738-1",0.750650529372756
"200303-028.wav_738",1,0.04,0.140022675736994,1.23,3.7875,"0.1_BB_am_harm.wav_17","simulations",NA,"0.1_BB_am_harm.wav_17",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_17","200303-000.wav_738-1",0.757767807617777
"200303-029.wav_738",1,0.04,0.140022675736994,1.23,3.7875,"0.1_BB_am_harm.wav_17","simulations",NA,"0.1_BB_am_harm.wav_17",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_17","200303-000.wav_738-1",0.778614457570083
"200303-003.wav_739",1,0.04,0.140022675737023,0.836,2.469,"0.1_BB_am_harm.wav_18","simulations",NA,"0.1_BB_am_harm.wav_18",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_18","200303-000.wav_739-1",0.702103300938751
"200303-010.wav_739",1,0.04,0.140022675737023,0.836,2.469,"0.1_BB_am_harm.wav_18","simulations",NA,"0.1_BB_am_harm.wav_18",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_18","200303-000.wav_739-1",0.756932139071547
"200303-016.wav_739",1,0.04,0.140022675737023,0.836,2.469,"0.1_BB_am_harm.wav_18","simulations",NA,"0.1_BB_am_harm.wav_18",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_18","200303-000.wav_739-1",0.710507645034114
"200303-017.wav_739",1,0.04,0.140022675737023,0.836,2.469,"0.1_BB_am_harm.wav_18","simulations",NA,"0.1_BB_am_harm.wav_18",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_18","200303-000.wav_739-1",0.70711977010294
"200303-028.wav_739",1,0.04,0.140022675737023,0.836,2.469,"0.1_BB_am_harm.wav_18","simulations",NA,"0.1_BB_am_harm.wav_18",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_18","200303-000.wav_739-1",0.731088251720879
"200303-029.wav_739",1,0.04,0.140022675737023,0.836,2.469,"0.1_BB_am_harm.wav_18","simulations",NA,"0.1_BB_am_harm.wav_18",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_18","200303-000.wav_739-1",0.740991380013636
"200303-003.wav_740",1,0.04,0.140022675736994,5.718,11.058,"0.1_BB_am_harm.wav_19","simulations",NA,"0.1_BB_am_harm.wav_19",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_19","200303-000.wav_740-1",0.831054529739928
"200303-010.wav_740",1,0.04,0.140022675736994,5.718,11.058,"0.1_BB_am_harm.wav_19","simulations",NA,"0.1_BB_am_harm.wav_19",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_19","200303-000.wav_740-1",0.852646818813784
"200303-016.wav_740",1,0.04,0.140022675736994,5.718,11.058,"0.1_BB_am_harm.wav_19","simulations",NA,"0.1_BB_am_harm.wav_19",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_19","200303-000.wav_740-1",0.726012116238307
"200303-017.wav_740",1,0.04,0.140022675736994,5.718,11.058,"0.1_BB_am_harm.wav_19","simulations",NA,"0.1_BB_am_harm.wav_19",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_19","200303-000.wav_740-1",0.667009618695728
"200303-028.wav_740",1,0.04,0.140022675736994,5.718,11.058,"0.1_BB_am_harm.wav_19","simulations",NA,"0.1_BB_am_harm.wav_19",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_19","200303-000.wav_740-1",0.807660595063284
"200303-029.wav_740",1,0.04,0.140022675736994,5.718,11.058,"0.1_BB_am_harm.wav_19","simulations",NA,"0.1_BB_am_harm.wav_19",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_19","200303-000.wav_740-1",0.688999432888168
"200303-003.wav_723",1,0.04,0.140022675736994,3.208,6.1035,"0.1_BB_am_harm.wav_2","simulations",NA,"0.1_BB_am_harm.wav_2",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_2","200303-000.wav_723-1",0.844475855674878
"200303-010.wav_723",1,0.04,0.140022675736994,3.208,6.1035,"0.1_BB_am_harm.wav_2","simulations",NA,"0.1_BB_am_harm.wav_2",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_2","200303-000.wav_723-1",0.866506258249463
"200303-016.wav_723",1,0.04,0.140022675736994,3.208,6.1035,"0.1_BB_am_harm.wav_2","simulations",NA,"0.1_BB_am_harm.wav_2",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_2","200303-000.wav_723-1",0.744282925428236
"200303-017.wav_723",1,0.04,0.140022675736994,3.208,6.1035,"0.1_BB_am_harm.wav_2","simulations",NA,"0.1_BB_am_harm.wav_2",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_2","200303-000.wav_723-1",0.756715575334635
"200303-028.wav_723",1,0.04,0.140022675736994,3.208,6.1035,"0.1_BB_am_harm.wav_2","simulations",NA,"0.1_BB_am_harm.wav_2",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_2","200303-000.wav_723-1",0.784817605080937
"200303-029.wav_723",1,0.04,0.140022675736994,3.208,6.1035,"0.1_BB_am_harm.wav_2","simulations",NA,"0.1_BB_am_harm.wav_2",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_2","200303-000.wav_723-1",0.794935329857033
"200303-003.wav_741",1,0.04,0.140022675736,4.792,7.9305,"0.1_BB_am_harm.wav_20","simulations",NA,"0.1_BB_am_harm.wav_20",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_20","200303-000.wav_741-1",0.861575635548019
"200303-010.wav_741",1,0.04,0.140022675736,4.792,7.9305,"0.1_BB_am_harm.wav_20","simulations",NA,"0.1_BB_am_harm.wav_20",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_20","200303-000.wav_741-1",0.856226831632843
"200303-016.wav_741",1,0.04,0.140022675736,4.792,7.9305,"0.1_BB_am_harm.wav_20","simulations",NA,"0.1_BB_am_harm.wav_20",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_20","200303-000.wav_741-1",0.744867475365656
"200303-017.wav_741",1,0.04,0.140022675736,4.792,7.9305,"0.1_BB_am_harm.wav_20","simulations",NA,"0.1_BB_am_harm.wav_20",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_20","200303-000.wav_741-1",0.724561105611008
"200303-028.wav_741",1,0.04,0.140022675736,4.792,7.9305,"0.1_BB_am_harm.wav_20","simulations",NA,"0.1_BB_am_harm.wav_20",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_20","200303-000.wav_741-1",0.796916682593116
"200303-029.wav_741",1,0.04,0.140022675736,4.792,7.9305,"0.1_BB_am_harm.wav_20","simulations",NA,"0.1_BB_am_harm.wav_20",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_20","200303-000.wav_741-1",0.75890225045598
"200303-003.wav_742",1,0.04,0.140022675736994,2.461,5.259,"0.1_BB_am_harm.wav_21","simulations",NA,"0.1_BB_am_harm.wav_21",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_21","200303-000.wav_742-1",0.797761631603896
"200303-010.wav_742",1,0.04,0.140022675736994,2.461,5.259,"0.1_BB_am_harm.wav_21","simulations",NA,"0.1_BB_am_harm.wav_21",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_21","200303-000.wav_742-1",0.869418296015367
"200303-016.wav_742",1,0.04,0.140022675736994,2.461,5.259,"0.1_BB_am_harm.wav_21","simulations",NA,"0.1_BB_am_harm.wav_21",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_21","200303-000.wav_742-1",0.709526269337618
"200303-017.wav_742",1,0.04,0.140022675736994,2.461,5.259,"0.1_BB_am_harm.wav_21","simulations",NA,"0.1_BB_am_harm.wav_21",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_21","200303-000.wav_742-1",0.766639898738452
"200303-028.wav_742",1,0.04,0.140022675736994,2.461,5.259,"0.1_BB_am_harm.wav_21","simulations",NA,"0.1_BB_am_harm.wav_21",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_21","200303-000.wav_742-1",0.811743880699995
"200303-029.wav_742",1,0.04,0.140022675736994,2.461,5.259,"0.1_BB_am_harm.wav_21","simulations",NA,"0.1_BB_am_harm.wav_21",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_21","200303-000.wav_742-1",0.812537534774127
"200303-003.wav_743",1,0.04,0.140022675737023,0.365,1.647,"0.1_BB_am_harm.wav_22","simulations",NA,"0.1_BB_am_harm.wav_22",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_22","200303-000.wav_743-1",0.698293848936886
"200303-010.wav_743",1,0.04,0.140022675737023,0.365,1.647,"0.1_BB_am_harm.wav_22","simulations",NA,"0.1_BB_am_harm.wav_22",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_22","200303-000.wav_743-1",0.728451625312383
"200303-016.wav_743",1,0.04,0.140022675737023,0.365,1.647,"0.1_BB_am_harm.wav_22","simulations",NA,"0.1_BB_am_harm.wav_22",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_22","200303-000.wav_743-1",0.690693464502413
"200303-017.wav_743",1,0.04,0.140022675737023,0.365,1.647,"0.1_BB_am_harm.wav_22","simulations",NA,"0.1_BB_am_harm.wav_22",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_22","200303-000.wav_743-1",0.618195633585928
"200303-028.wav_743",1,0.04,0.140022675737023,0.365,1.647,"0.1_BB_am_harm.wav_22","simulations",NA,"0.1_BB_am_harm.wav_22",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_22","200303-000.wav_743-1",0.725309742457719
"200303-029.wav_743",1,0.04,0.140022675737023,0.365,1.647,"0.1_BB_am_harm.wav_22","simulations",NA,"0.1_BB_am_harm.wav_22",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_22","200303-000.wav_743-1",0.726173987048057
"200303-003.wav_744",1,0.04,0.140022675736994,7.176,11.6655,"0.1_BB_am_harm.wav_23","simulations",NA,"0.1_BB_am_harm.wav_23",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_23","200303-000.wav_744-1",0.843180171490358
"200303-010.wav_744",1,0.04,0.140022675736994,7.176,11.6655,"0.1_BB_am_harm.wav_23","simulations",NA,"0.1_BB_am_harm.wav_23",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_23","200303-000.wav_744-1",0.90066172807585
"200303-016.wav_744",1,0.04,0.140022675736994,7.176,11.6655,"0.1_BB_am_harm.wav_23","simulations",NA,"0.1_BB_am_harm.wav_23",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_23","200303-000.wav_744-1",0.767394275275166
"200303-017.wav_744",1,0.04,0.140022675736994,7.176,11.6655,"0.1_BB_am_harm.wav_23","simulations",NA,"0.1_BB_am_harm.wav_23",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_23","200303-000.wav_744-1",0.697251270495248
"200303-028.wav_744",1,0.04,0.140022675736994,7.176,11.6655,"0.1_BB_am_harm.wav_23","simulations",NA,"0.1_BB_am_harm.wav_23",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_23","200303-000.wav_744-1",0.841214151781625
"200303-029.wav_744",1,0.04,0.140022675736994,7.176,11.6655,"0.1_BB_am_harm.wav_23","simulations",NA,"0.1_BB_am_harm.wav_23",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_23","200303-000.wav_744-1",0.734360275187343
"200303-003.wav_745",1,0.04,0.140022675736994,3.654,7.5,"0.1_BB_am_harm.wav_24","simulations",NA,"0.1_BB_am_harm.wav_24",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_24","200303-000.wav_745-1",0.829250247687019
"200303-010.wav_745",1,0.04,0.140022675736994,3.654,7.5,"0.1_BB_am_harm.wav_24","simulations",NA,"0.1_BB_am_harm.wav_24",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_24","200303-000.wav_745-1",0.839948528119264
"200303-016.wav_745",1,0.04,0.140022675736994,3.654,7.5,"0.1_BB_am_harm.wav_24","simulations",NA,"0.1_BB_am_harm.wav_24",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_24","200303-000.wav_745-1",0.735489531028169
"200303-017.wav_745",1,0.04,0.140022675736994,3.654,7.5,"0.1_BB_am_harm.wav_24","simulations",NA,"0.1_BB_am_harm.wav_24",26,0.19,100,"cerrado",2,"0.1_BB_am_harm.wav_24","200303-000.wav_745-1",0.726719035439643
"200303-028.wav_745",1,0.04,0.140022675736994,3.654,7.5,"0.1_BB_am_harm.wav_24","simulations",NA,"0.1_BB_am_harm.wav_24",26,0.2,100,"abierta",3,"0.1_BB_am_harm.wav_24","200303-000.wav_745-1",0.785561191002998
"200303-029.wav_745",1,0.04,0.140022675736994,3.654,7.5,"0.1_BB_am_harm.wav_24","simulations",NA,"0.1_BB_am_harm.wav_24",23.6,0.16,100,"cerrado",3,"0.1_BB_am_harm.wav_24","200303-000.wav_745-1",0.755561871162023
"200303-003.wav_746",1,0.04,0.140022675736994,8.5,14.478,"0.1_BB_am_harm.wav_25","simulations",NA,"0.1_BB_am_harm.wav_25",24.1,0.39,100,"abierta",1,"0.1_BB_am_harm.wav_25","200303-000.wav_746-1",0.7648036943546
"200303-010.wav_746",1,0.04,0.140022675736994,8.5,14.478,"0.1_BB_am_harm.wav_25","simulations",NA,"0.1_BB_am_harm.wav_25",27.1,0.2,100,"cerrado",1,"0.1_BB_am_harm.wav_25","200303-000.wav_746-1",0.806805517195095
"200303-016.wav_746",1,0.04,0.140022675736994,8.5,14.478,"0.1_BB_am_harm.wav_25","simulations",NA,"0.1_BB_am_harm.wav_25",26.4,0.24,100,"abierta",2,"0.1_BB_am_harm.wav_25","200303-000.wav_746-1",0.691954463444675
