"sound.files","selec","start","end","bottom.freq","top.freq","template","data.set","environm","orig.sound.file","Temperatura","Humedad","distance","Vegetacion","Transecto","signal.type","reference","excess.attenuation"
"200303-001.wav_722",1,0.04,0.140022675736994,8.5,14.025,"0.1_BB_am_harm.wav_1","simulations",NA,"0.1_BB_am_harm.wav_1",24,0.31,30,"abierta",1,"0.1_BB_am_harm.wav_1","200303-000.wav_722-1",1.75609525535225
"200303-009.wav_722",1,0.04,0.140022675736994,8.5,14.025,"0.1_BB_am_harm.wav_1","simulations",NA,"0.1_BB_am_harm.wav_1",28.1,0.19,30,"cerrado",1,"0.1_BB_am_harm.wav_1","200303-000.wav_722-1",2.09222314429494
"200303-011.wav_722",1,0.04,0.140022675737023,8.5,14.025,"0.1_BB_am_harm.wav_1","simulations",NA,"0.1_BB_am_harm.wav_1",29,0.2,30,"abierta",2,"0.1_BB_am_harm.wav_1","200303-000.wav_722-1",1.94214675853036
"200303-012.wav_722",1,0.04,0.140022675736994,8.5,14.025,"0.1_BB_am_harm.wav_1","simulations",NA,"0.1_BB_am_harm.wav_1",27.8,0.21,30,"cerrado",2,"0.1_BB_am_harm.wav_1","200303-000.wav_722-1",2.02889914072518
"200303-026.wav_722",1,0.04,0.140022675736994,8.5,14.025,"0.1_BB_am_harm.wav_1","simulations",NA,"0.1_BB_am_harm.wav_1",26,0.2,30,"abierta",3,"0.1_BB_am_harm.wav_1","200303-000.wav_722-1",1.941944148874
"200303-027.wav_722",1,0.04,0.140022675736994,8.5,14.025,"0.1_BB_am_harm.wav_1","simulations",NA,"0.1_BB_am_harm.wav_1",27.3,0.19,30,"cerrado",3,"0.1_BB_am_harm.wav_1","200303-000.wav_722-1",2.21161350120793
"200303-001.wav_731",1,0.04,0.140022675736994,5.632,10.245,"0.1_BB_am_harm.wav_10","simulations",NA,"0.1_BB_am_harm.wav_10",24,0.31,30,"abierta",1,"0.1_BB_am_harm.wav_10","200303-000.wav_731-1",1.92793168848185
"200303-009.wav_731",1,0.04,0.140022675736994,5.632,10.245,"0.1_BB_am_harm.wav_10","simulations",NA,"0.1_BB_am_harm.wav_10",28.1,0.19,30,"cerrado",1,"0.1_BB_am_harm.wav_10","200303-000.wav_731-1",2.31023645454605
"200303-011.wav_731",1,0.04,0.140022675736966,5.632,10.245,"0.1_BB_am_harm.wav_10","simulations",NA,"0.1_BB_am_harm.wav_10",29,0.2,30,"abierta",2,"0.1_BB_am_harm.wav_10","200303-000.wav_731-1",1.97160042517874
"200303-012.wav_731",1,0.04,0.140022675736994,5.632,10.245,"0.1_BB_am_harm.wav_10","simulations",NA,"0.1_BB_am_harm.wav_10",27.8,0.21,30,"cerrado",2,"0.1_BB_am_harm.wav_10","200303-000.wav_731-1",2.02758756815104
"200303-026.wav_731",1,0.04,0.140022675736994,5.632,10.245,"0.1_BB_am_harm.wav_10","simulations",NA,"0.1_BB_am_harm.wav_10",26,0.2,30,"abierta",3,"0.1_BB_am_harm.wav_10","200303-000.wav_731-1",2.16886832450179
"200303-027.wav_731",1,0.04,0.140022675736994,5.632,10.245,"0.1_BB_am_harm.wav_10","simulations",NA,"0.1_BB_am_harm.wav_10",27.3,0.19,30,"cerrado",3,"0.1_BB_am_harm.wav_10","200303-000.wav_731-1",2.31747126030647
"200303-001.wav_732",1,0.04,0.140022675736994,1.474,3.825,"0.1_BB_am_harm.wav_11","simulations",NA,"0.1_BB_am_harm.wav_11",24,0.31,30,"abierta",1,"0.1_BB_am_harm.wav_11","200303-000.wav_732-1",1.98936607766157
"200303-009.wav_732",1,0.04,0.140022675736994,1.474,3.825,"0.1_BB_am_harm.wav_11","simulations",NA,"0.1_BB_am_harm.wav_11",28.1,0.19,30,"cerrado",1,"0.1_BB_am_harm.wav_11","200303-000.wav_732-1",2.16369319848901
"200303-011.wav_732",1,0.04,0.140022675737023,1.474,3.825,"0.1_BB_am_harm.wav_11","simulations",NA,"0.1_BB_am_harm.wav_11",29,0.2,30,"abierta",2,"0.1_BB_am_harm.wav_11","200303-000.wav_732-1",1.80492798821898
"200303-012.wav_732",1,0.04,0.140022675736994,1.474,3.825,"0.1_BB_am_harm.wav_11","simulations",NA,"0.1_BB_am_harm.wav_11",27.8,0.21,30,"cerrado",2,"0.1_BB_am_harm.wav_11","200303-000.wav_732-1",1.84887990530049
"200303-026.wav_732",1,0.04,0.140022675736994,1.474,3.825,"0.1_BB_am_harm.wav_11","simulations",NA,"0.1_BB_am_harm.wav_11",26,0.2,30,"abierta",3,"0.1_BB_am_harm.wav_11","200303-000.wav_732-1",1.92405622717251
"200303-027.wav_732",1,0.04,0.140022675736994,1.474,3.825,"0.1_BB_am_harm.wav_11","simulations",NA,"0.1_BB_am_harm.wav_11",27.3,0.19,30,"cerrado",3,"0.1_BB_am_harm.wav_11","200303-000.wav_732-1",1.90620822578774
"200303-001.wav_733",1,0.04,0.140022675736994,9.598,15.3495,"0.1_BB_am_harm.wav_12","simulations",NA,"0.1_BB_am_harm.wav_12",24,0.31,30,"abierta",1,"0.1_BB_am_harm.wav_12","200303-000.wav_733-1",1.756602303491
"200303-009.wav_733",1,0.04,0.140022675736994,9.598,15.3495,"0.1_BB_am_harm.wav_12","simulations",NA,"0.1_BB_am_harm.wav_12",28.1,0.19,30,"cerrado",1,"0.1_BB_am_harm.wav_12","200303-000.wav_733-1",1.93345063757457
"200303-011.wav_733",1,0.04,0.140022675736966,9.598,15.3495,"0.1_BB_am_harm.wav_12","simulations",NA,"0.1_BB_am_harm.wav_12",29,0.2,30,"abierta",2,"0.1_BB_am_harm.wav_12","200303-000.wav_733-1",1.76274796547317
"200303-012.wav_733",1,0.04,0.140022675736994,9.598,15.3495,"0.1_BB_am_harm.wav_12","simulations",NA,"0.1_BB_am_harm.wav_12",27.8,0.21,30,"cerrado",2,"0.1_BB_am_harm.wav_12","200303-000.wav_733-1",1.8686274746426
"200303-026.wav_733",1,0.04,0.140022675736994,9.598,15.3495,"0.1_BB_am_harm.wav_12","simulations",NA,"0.1_BB_am_harm.wav_12",26,0.2,30,"abierta",3,"0.1_BB_am_harm.wav_12","200303-000.wav_733-1",1.85562390592442
"200303-027.wav_733",1,0.04,0.140022675736994,9.598,15.3495,"0.1_BB_am_harm.wav_12","simulations",NA,"0.1_BB_am_harm.wav_12",27.3,0.19,30,"cerrado",3,"0.1_BB_am_harm.wav_12","200303-000.wav_733-1",2.1104432995462
"200303-001.wav_734",1,0.04,0.140022675737023,7.317,12.2115,"0.1_BB_am_harm.wav_13","simulations",NA,"0.1_BB_am_harm.wav_13",24,0.31,30,"abierta",1,"0.1_BB_am_harm.wav_13","200303-000.wav_734-1",1.910863302633
"200303-009.wav_734",1,0.04,0.140022675737023,7.317,12.2115,"0.1_BB_am_harm.wav_13","simulations",NA,"0.1_BB_am_harm.wav_13",28.1,0.19,30,"cerrado",1,"0.1_BB_am_harm.wav_13","200303-000.wav_734-1",2.09062671188524
"200303-011.wav_734",1,0.04,0.140022675737023,7.317,12.2115,"0.1_BB_am_harm.wav_13","simulations",NA,"0.1_BB_am_harm.wav_13",29,0.2,30,"abierta",2,"0.1_BB_am_harm.wav_13","200303-000.wav_734-1",2.03023415968057
"200303-012.wav_734",1,0.04,0.140022675737023,7.317,12.2115,"0.1_BB_am_harm.wav_13","simulations",NA,"0.1_BB_am_harm.wav_13",27.8,0.21,30,"cerrado",2,"0.1_BB_am_harm.wav_13","200303-000.wav_734-1",2.09457555151172
"200303-026.wav_734",1,0.04,0.140022675737023,7.317,12.2115,"0.1_BB_am_harm.wav_13","simulations",NA,"0.1_BB_am_harm.wav_13",26,0.2,30,"abierta",3,"0.1_BB_am_harm.wav_13","200303-000.wav_734-1",2.21484862335265
"200303-027.wav_734",1,0.04,0.140022675737023,7.317,12.2115,"0.1_BB_am_harm.wav_13","simulations",NA,"0.1_BB_am_harm.wav_13",27.3,0.19,30,"cerrado",3,"0.1_BB_am_harm.wav_13","200303-000.wav_734-1",2.38595444657009
"200303-001.wav_735",1,0.04,0.140022675736994,0.1,1.215,"0.1_BB_am_harm.wav_14","simulations",NA,"0.1_BB_am_harm.wav_14",24,0.31,30,"abierta",1,"0.1_BB_am_harm.wav_14","200303-000.wav_735-1",1.86811475561621
"200303-009.wav_735",1,0.04,0.140022675736994,0.1,1.215,"0.1_BB_am_harm.wav_14","simulations",NA,"0.1_BB_am_harm.wav_14",28.1,0.19,30,"cerrado",1,"0.1_BB_am_harm.wav_14","200303-000.wav_735-1",1.58895408383307
"200303-011.wav_735",1,0.04,0.140022675737023,0.1,1.215,"0.1_BB_am_harm.wav_14","simulations",NA,"0.1_BB_am_harm.wav_14",29,0.2,30,"abierta",2,"0.1_BB_am_harm.wav_14","200303-000.wav_735-1",1.85316515946051
"200303-012.wav_735",1,0.04,0.140022675736994,0.1,1.215,"0.1_BB_am_harm.wav_14","simulations",NA,"0.1_BB_am_harm.wav_14",27.8,0.21,30,"cerrado",2,"0.1_BB_am_harm.wav_14","200303-000.wav_735-1",1.6090647589033
"200303-026.wav_735",1,0.04,0.140022675736994,0.1,1.215,"0.1_BB_am_harm.wav_14","simulations",NA,"0.1_BB_am_harm.wav_14",26,0.2,30,"abierta",3,"0.1_BB_am_harm.wav_14","200303-000.wav_735-1",1.89946542978924
"200303-027.wav_735",1,0.04,0.140022675736994,0.1,1.215,"0.1_BB_am_harm.wav_14","simulations",NA,"0.1_BB_am_harm.wav_14",27.3,0.19,30,"cerrado",3,"0.1_BB_am_harm.wav_14","200303-000.wav_735-1",1.7961037815687
"200303-001.wav_736",1,0.04,0.140022675736994,5.396,9.228,"0.1_BB_am_harm.wav_15","simulations",NA,"0.1_BB_am_harm.wav_15",24,0.31,30,"abierta",1,"0.1_BB_am_harm.wav_15","200303-000.wav_736-1",1.88785943653394
"200303-009.wav_736",1,0.04,0.140022675736994,5.396,9.228,"0.1_BB_am_harm.wav_15","simulations",NA,"0.1_BB_am_harm.wav_15",28.1,0.19,30,"cerrado",1,"0.1_BB_am_harm.wav_15","200303-000.wav_736-1",2.28742003687784
"200303-011.wav_736",1,0.04,0.140022675736966,5.396,9.228,"0.1_BB_am_harm.wav_15","simulations",NA,"0.1_BB_am_harm.wav_15",29,0.2,30,"abierta",2,"0.1_BB_am_harm.wav_15","200303-000.wav_736-1",1.82691184879617
"200303-012.wav_736",1,0.04,0.140022675736994,5.396,9.228,"0.1_BB_am_harm.wav_15","simulations",NA,"0.1_BB_am_harm.wav_15",27.8,0.21,30,"cerrado",2,"0.1_BB_am_harm.wav_15","200303-000.wav_736-1",1.93483206006014
"200303-026.wav_736",1,0.04,0.140022675736994,5.396,9.228,"0.1_BB_am_harm.wav_15","simulations",NA,"0.1_BB_am_harm.wav_15",26,0.2,30,"abierta",3,"0.1_BB_am_harm.wav_15","200303-000.wav_736-1",2.13454012801531
"200303-027.wav_736",1,0.04,0.140022675736994,5.396,9.228,"0.1_BB_am_harm.wav_15","simulations",NA,"0.1_BB_am_harm.wav_15",27.3,0.19,30,"cerrado",3,"0.1_BB_am_harm.wav_15","200303-000.wav_736-1",2.19919531488127
"200303-001.wav_737",1,0.04,0.140022675736994,9.435,15.5655,"0.1_BB_am_harm.wav_16","simulations",NA,"0.1_BB_am_harm.wav_16",24,0.31,30,"abierta",1,"0.1_BB_am_harm.wav_16","200303-000.wav_737-1",1.89891641042139
"200303-009.wav_737",1,0.04,0.140022675736994,9.435,15.5655,"0.1_BB_am_harm.wav_16","simulations",NA,"0.1_BB_am_harm.wav_16",28.1,0.19,30,"cerrado",1,"0.1_BB_am_harm.wav_16","200303-000.wav_737-1",2.01712915941118
"200303-011.wav_737",1,0.04,0.140022675737023,9.435,15.5655,"0.1_BB_am_harm.wav_16","simulations",NA,"0.1_BB_am_harm.wav_16",29,0.2,30,"abierta",2,"0.1_BB_am_harm.wav_16","200303-000.wav_737-1",1.75371478702997
"200303-012.wav_737",1,0.04,0.140022675736994,9.435,15.5655,"0.1_BB_am_harm.wav_16","simulations",NA,"0.1_BB_am_harm.wav_16",27.8,0.21,30,"cerrado",2,"0.1_BB_am_harm.wav_16","200303-000.wav_737-1",1.99750832219202
