"sound.files","selec","start","end","bottom.freq","top.freq","template","data.set","environm","orig.sound.file","Temperatura","Humedad","distance","Vegetacion","Transecto","signal.type","reference","spectral.correlation"
"200303-003.wav_2",1,0.04,0.24002267573696,7.875,8.805,"0.2_BB_am_no.harm.wav_1","simulations",NA,"0.2_BB_am_no.harm.wav_1",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_1","200303-000.wav_2-1",0.970701247751988
"200303-003.wav_3",1,0.04,0.24002267573696,3.208,4.069,"0.2_BB_am_no.harm.wav_2","simulations",NA,"0.2_BB_am_no.harm.wav_2",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_2","200303-000.wav_3-1",0.765132477164398
"200303-003.wav_4",1,0.04,0.24002267573696,0.422,1.223,"0.2_BB_am_no.harm.wav_3","simulations",NA,"0.2_BB_am_no.harm.wav_3",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_3","200303-000.wav_4-1",-0.483305473963438
"200303-003.wav_5",1,0.04,0.240022675736971,6.905,7.917,"0.2_BB_am_no.harm.wav_4","simulations",NA,"0.2_BB_am_no.harm.wav_4",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_4","200303-000.wav_5-1",0.180836663819237
"200303-003.wav_6",1,0.04,0.240022675736957,8.417,9.416,"0.2_BB_am_no.harm.wav_5","simulations",NA,"0.2_BB_am_no.harm.wav_5",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_5","200303-000.wav_6-1",-0.456172151270744
"200303-003.wav_7",1,0.04,0.24002267573696,4.171,4.839,"0.2_BB_am_no.harm.wav_6","simulations",NA,"0.2_BB_am_no.harm.wav_6",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_6","200303-000.wav_7-1",0.60055709518496
"200303-003.wav_8",1,0.04,0.24002267573696,2.097,2.961,"0.2_BB_am_no.harm.wav_7","simulations",NA,"0.2_BB_am_no.harm.wav_7",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_7","200303-000.wav_8-1",0.951402680250344
"200303-003.wav_9",1,0.04,0.24002267573696,9.181,10.033,"0.2_BB_am_no.harm.wav_8","simulations",NA,"0.2_BB_am_no.harm.wav_8",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_8","200303-000.wav_9-1",-0.282005825500001
"200303-003.wav_10",1,0.04,0.24002267573696,1.849,2.506,"0.2_BB_am_no.harm.wav_9","simulations",NA,"0.2_BB_am_no.harm.wav_9",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_9","200303-000.wav_10-1",0.933635520427912
"200303-003.wav_11",1,0.04,0.24002267573696,5.632,6.83,"0.2_BB_am_no.harm.wav_10","simulations",NA,"0.2_BB_am_no.harm.wav_10",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_10","200303-000.wav_11-1",0.680076614371857
"200303-003.wav_12",1,0.04,0.240022675736967,1.474,2.55,"0.2_BB_am_no.harm.wav_11","simulations",NA,"0.2_BB_am_no.harm.wav_11",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_11","200303-000.wav_12-1",0.954890841594496
"200303-003.wav_13",1,0.04,0.24002267573696,9.598,10.233,"0.2_BB_am_no.harm.wav_12","simulations",NA,"0.2_BB_am_no.harm.wav_12",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_12","200303-000.wav_13-1",0.551025863669824
"200303-003.wav_14",1,0.04,0.24002267573696,7.317,8.141,"0.2_BB_am_no.harm.wav_13","simulations",NA,"0.2_BB_am_no.harm.wav_13",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_13","200303-000.wav_14-1",0.736492626965295
"200303-003.wav_15",1,0.04,0.24002267573696,0.1,0.81,"0.2_BB_am_no.harm.wav_14","simulations",NA,"0.2_BB_am_no.harm.wav_14",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_14","200303-000.wav_15-1",-0.374889711006324
"200303-003.wav_16",1,0.04,0.24002267573696,5.396,6.152,"0.2_BB_am_no.harm.wav_15","simulations",NA,"0.2_BB_am_no.harm.wav_15",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_15","200303-000.wav_16-1",0.467845244389998
"200303-003.wav_17",1,0.04,0.24002267573696,9.435,10.377,"0.2_BB_am_no.harm.wav_16","simulations",NA,"0.2_BB_am_no.harm.wav_16",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_16","200303-000.wav_17-1",0.6146632970054
"200303-003.wav_18",1,0.04,0.24002267573696,1.23,2.525,"0.2_BB_am_no.harm.wav_17","simulations",NA,"0.2_BB_am_no.harm.wav_17",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_17","200303-000.wav_18-1",0.961629143377687
"200303-003.wav_19",1,0.04,0.240022675736967,0.836,1.646,"0.2_BB_am_no.harm.wav_18","simulations",NA,"0.2_BB_am_no.harm.wav_18",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_18","200303-000.wav_19-1",0.764317967525066
"200303-003.wav_20",1,0.04,0.24002267573696,5.718,7.372,"0.2_BB_am_no.harm.wav_19","simulations",NA,"0.2_BB_am_no.harm.wav_19",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_19","200303-000.wav_20-1",0.536699888844341
"200303-003.wav_21",1,0.04,0.24002267573696,4.792,5.287,"0.2_BB_am_no.harm.wav_20","simulations",NA,"0.2_BB_am_no.harm.wav_20",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_20","200303-000.wav_21-1",0.87419133245821
"200303-003.wav_22",1,0.04,0.24002267573696,2.461,3.506,"0.2_BB_am_no.harm.wav_21","simulations",NA,"0.2_BB_am_no.harm.wav_21",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_21","200303-000.wav_22-1",0.97574248188601
"200303-003.wav_23",1,0.04,0.24002267573696,0.365,1.098,"0.2_BB_am_no.harm.wav_22","simulations",NA,"0.2_BB_am_no.harm.wav_22",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_22","200303-000.wav_23-1",-0.107019691202648
"200303-003.wav_24",1,0.04,0.24002267573696,7.176,7.777,"0.2_BB_am_no.harm.wav_23","simulations",NA,"0.2_BB_am_no.harm.wav_23",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_23","200303-000.wav_24-1",0.584082983852131
"200303-003.wav_25",1,0.04,0.240022675736975,3.654,5,"0.2_BB_am_no.harm.wav_24","simulations",NA,"0.2_BB_am_no.harm.wav_24",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_24","200303-000.wav_25-1",0.88669286955471
"200303-003.wav_26",1,0.04,0.240022675736967,8.5,9.652,"0.2_BB_am_no.harm.wav_25","simulations",NA,"0.2_BB_am_no.harm.wav_25",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_25","200303-000.wav_26-1",0.00587637454480887
"200303-003.wav_27",1,0.04,0.24002267573696,4.933,6.011,"0.2_BB_am_no.harm.wav_26","simulations",NA,"0.2_BB_am_no.harm.wav_26",24.1,0.39,100,"abierta",1,"0.2_BB_am_no.harm.wav_26","200303-000.wav_27-1",0.450059294674811
