"sound.files","selec","start","end","bottom.freq","top.freq","template","data.set","environm","orig.sound.file","Temperatura","Humedad","distance","Vegetacion","Transecto","signal.type","reference","cross.correlation"
"200303-006.wav_12",1,0.04,0.240022675736975,1.474,2.55,"0.2_BB_am_no.harm.wav_11","simulations",NA,"0.2_BB_am_no.harm.wav_11",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_11","200303-000.wav_12-1",0.92330383402908
"200303-006.wav_13",1,0.04,0.24002267573696,9.598,10.233,"0.2_BB_am_no.harm.wav_12","simulations",NA,"0.2_BB_am_no.harm.wav_12",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_12","200303-000.wav_13-1",0.885564375345736
"200303-006.wav_14",1,0.04,0.24002267573696,7.317,8.141,"0.2_BB_am_no.harm.wav_13","simulations",NA,"0.2_BB_am_no.harm.wav_13",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_13","200303-000.wav_14-1",0.908376776706087
"200303-006.wav_15",1,0.04,0.24002267573696,0.1,0.81,"0.2_BB_am_no.harm.wav_14","simulations",NA,"0.2_BB_am_no.harm.wav_14",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_14","200303-000.wav_15-1",0.767002539519112
"200303-006.wav_16",1,0.04,0.24002267573696,5.396,6.152,"0.2_BB_am_no.harm.wav_15","simulations",NA,"0.2_BB_am_no.harm.wav_15",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_15","200303-000.wav_16-1",0.90440937446805
"200303-006.wav_17",1,0.04,0.24002267573696,9.435,10.377,"0.2_BB_am_no.harm.wav_16","simulations",NA,"0.2_BB_am_no.harm.wav_16",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_16","200303-000.wav_17-1",0.933992257849724
"200303-006.wav_18",1,0.04,0.24002267573696,1.23,2.525,"0.2_BB_am_no.harm.wav_17","simulations",NA,"0.2_BB_am_no.harm.wav_17",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_17","200303-000.wav_18-1",0.913514536249342
"200303-006.wav_19",1,0.04,0.240022675736975,0.836,1.646,"0.2_BB_am_no.harm.wav_18","simulations",NA,"0.2_BB_am_no.harm.wav_18",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_18","200303-000.wav_19-1",0.899501530315874
"200303-006.wav_20",1,0.04,0.24002267573696,5.718,7.372,"0.2_BB_am_no.harm.wav_19","simulations",NA,"0.2_BB_am_no.harm.wav_19",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_19","200303-000.wav_20-1",0.904440615955633
"200303-006.wav_21",1,0.04,0.24002267573696,4.792,5.287,"0.2_BB_am_no.harm.wav_20","simulations",NA,"0.2_BB_am_no.harm.wav_20",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_20","200303-000.wav_21-1",0.847386441407088
"200303-006.wav_22",1,0.04,0.24002267573696,2.461,3.506,"0.2_BB_am_no.harm.wav_21","simulations",NA,"0.2_BB_am_no.harm.wav_21",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_21","200303-000.wav_22-1",0.922464489490372
"200303-006.wav_23",1,0.04,0.24002267573696,0.365,1.098,"0.2_BB_am_no.harm.wav_22","simulations",NA,"0.2_BB_am_no.harm.wav_22",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_22","200303-000.wav_23-1",0.873534317716101
"200303-006.wav_24",1,0.04,0.240022675736953,7.176,7.777,"0.2_BB_am_no.harm.wav_23","simulations",NA,"0.2_BB_am_no.harm.wav_23",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_23","200303-000.wav_24-1",0.910722281856647
"200303-006.wav_25",1,0.04,0.240022675736967,3.654,5,"0.2_BB_am_no.harm.wav_24","simulations",NA,"0.2_BB_am_no.harm.wav_24",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_24","200303-000.wav_25-1",0.910627958025494
"200303-006.wav_26",1,0.04,0.240022675736975,8.5,9.652,"0.2_BB_am_no.harm.wav_25","simulations",NA,"0.2_BB_am_no.harm.wav_25",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_25","200303-000.wav_26-1",0.907755874229934
"200303-006.wav_27",1,0.04,0.24002267573696,4.933,6.011,"0.2_BB_am_no.harm.wav_26","simulations",NA,"0.2_BB_am_no.harm.wav_26",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_26","200303-000.wav_27-1",0.889912679965496
"200303-006.wav_28",1,0.04,0.24002267573696,9.013,10.015,"0.2_BB_am_no.harm.wav_27","simulations",NA,"0.2_BB_am_no.harm.wav_27",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_27","200303-000.wav_28-1",0.906167221639412
"200303-006.wav_29",1,0.04,0.240022675736953,3.624,4.12,"0.2_BB_am_no.harm.wav_28","simulations",NA,"0.2_BB_am_no.harm.wav_28",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_28","200303-000.wav_29-1",0.836235881630265
"200303-006.wav_30",1,0.04,0.24002267573696,5.027,5.695,"0.2_BB_am_no.harm.wav_29","simulations",NA,"0.2_BB_am_no.harm.wav_29",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_29","200303-000.wav_30-1",0.897629650086587
"200303-006.wav_31",1,0.04,0.24002267573696,4.788,5.593,"0.2_BB_am_no.harm.wav_30","simulations",NA,"0.2_BB_am_no.harm.wav_30",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_30","200303-000.wav_31-1",0.897450587575187
"200303-006.wav_32",1,0.04,0.240022675736967,8.076,9.5,"0.2_BB_am_no.harm.wav_31","simulations",NA,"0.2_BB_am_no.harm.wav_31",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_31","200303-000.wav_32-1",0.892228432255674
"200303-006.wav_33",1,0.04,0.240022675737003,3.158,4.333,"0.2_BB_am_no.harm.wav_32","simulations",NA,"0.2_BB_am_no.harm.wav_32",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_32","200303-000.wav_33-1",0.9265357425133
"200303-006.wav_34",1,0.04,0.240022675736903,5.941,7.32,"0.2_BB_am_no.harm.wav_33","simulations",NA,"0.2_BB_am_no.harm.wav_33",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_33","200303-000.wav_34-1",0.894994841217515
"200303-006.wav_35",1,0.04,0.240022675737003,6.838,7.5,"0.2_BB_am_no.harm.wav_34","simulations",NA,"0.2_BB_am_no.harm.wav_34",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_34","200303-000.wav_35-1",0.917860627910705
"200303-006.wav_36",1,0.04,0.240022675737003,2.66,3.141,"0.2_BB_am_no.harm.wav_35","simulations",NA,"0.2_BB_am_no.harm.wav_35",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_35","200303-000.wav_36-1",0.922564335756031
"200303-006.wav_37",1,0.04,0.240022675736903,1,2.164,"0.2_BB_am_no.harm.wav_36","simulations",NA,"0.2_BB_am_no.harm.wav_36",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_36","200303-000.wav_37-1",0.897936609280348
"200303-006.wav_38",1,0.04,0.240022675737003,2.077,2.5,"0.2_BB_am_no.harm.wav_37","simulations",NA,"0.2_BB_am_no.harm.wav_37",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_37","200303-000.wav_38-1",0.921262211073436
"200303-006.wav_39",1,0.04,0.240022675736896,6.752,7.606,"0.2_BB_am_no.harm.wav_38","simulations",NA,"0.2_BB_am_no.harm.wav_38",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_38","200303-000.wav_39-1",0.900890974015692
"200303-006.wav_40",1,0.04,0.240022675736996,0.5,1.555,"0.2_BB_am_no.harm.wav_39","simulations",NA,"0.2_BB_am_no.harm.wav_39",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_39","200303-000.wav_40-1",0.894428069425008
"200303-006.wav_41",1,0.04,0.240022675736996,4.209,4.815,"0.2_BB_am_no.harm.wav_40","simulations",NA,"0.2_BB_am_no.harm.wav_40",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_40","200303-000.wav_41-1",0.896954023765836
"200303-006.wav_42",1,0.04,0.240022675736896,5.764,6.869,"0.2_BB_am_no.harm.wav_41","simulations",NA,"0.2_BB_am_no.harm.wav_41",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_41","200303-000.wav_42-1",0.888733196002625
"200303-006.wav_43",1,0.04,0.240022675736996,7.989,9.542,"0.2_BB_am_no.harm.wav_42","simulations",NA,"0.2_BB_am_no.harm.wav_42",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_42","200303-000.wav_43-1",0.828953308063595
"200303-006.wav_44",1,0.04,0.240022675736896,5.973,6.905,"0.2_BB_am_no.harm.wav_43","simulations",NA,"0.2_BB_am_no.harm.wav_43",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_43","200303-000.wav_44-1",0.900225210165257
"200303-006.wav_45",1,0.04,0.240022675736996,3.013,3.733,"0.2_BB_am_no.harm.wav_44","simulations",NA,"0.2_BB_am_no.harm.wav_44",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_44","200303-000.wav_45-1",0.904329646734649
"200303-006.wav_46",1,0.04,0.240022675736996,9.733,10.857,"0.2_BB_am_no.harm.wav_45","simulations",NA,"0.2_BB_am_no.harm.wav_45",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_45","200303-000.wav_46-1",0.85277799383922
"200303-006.wav_47",1,0.04,0.240022675736896,8.284,9.321,"0.2_BB_am_no.harm.wav_46","simulations",NA,"0.2_BB_am_no.harm.wav_46",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_46","200303-000.wav_47-1",0.899310894628846
"200303-006.wav_48",1,0.04,0.240022675736996,8,8.539,"0.2_BB_am_no.harm.wav_47","simulations",NA,"0.2_BB_am_no.harm.wav_47",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_47","200303-000.wav_48-1",0.948198969366028
"200303-006.wav_49",1,0.04,0.240022675736996,2.366,3.388,"0.2_BB_am_no.harm.wav_48","simulations",NA,"0.2_BB_am_no.harm.wav_48",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_48","200303-000.wav_49-1",0.9039658966737
"200303-006.wav_50",1,0.04,0.240022675737003,1.048,2.28,"0.2_BB_am_no.harm.wav_49","simulations",NA,"0.2_BB_am_no.harm.wav_49",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_49","200303-000.wav_50-1",0.933102612309619
"200303-006.wav_51",1,0.04,0.240022675737003,7.427,8.24,"0.2_BB_am_no.harm.wav_50","simulations",NA,"0.2_BB_am_no.harm.wav_50",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_50","200303-000.wav_51-1",0.900844235016774
"200303-006.wav_52",1,0.04,0.240022675736903,1.396,2.385,"0.2_BB_am_no.harm.wav_51","simulations",NA,"0.2_BB_am_no.harm.wav_51",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_51","200303-000.wav_52-1",0.912651403765013
"200303-006.wav_53",1,0.04,0.240022675737003,3.882,5.129,"0.2_BB_am_no.harm.wav_52","simulations",NA,"0.2_BB_am_no.harm.wav_52",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_52","200303-000.wav_53-1",0.91082378347842
"200303-006.wav_54",1,0.04,0.240022675737003,8.618,9.923,"0.2_BB_am_no.harm.wav_53","simulations",NA,"0.2_BB_am_no.harm.wav_53",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_53","200303-000.wav_54-1",0.922830292168787
"200303-006.wav_55",1,0.04,0.240022675736903,3.511,4.562,"0.2_BB_am_no.harm.wav_54","simulations",NA,"0.2_BB_am_no.harm.wav_54",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_54","200303-000.wav_55-1",0.915894617373899
"200303-006.wav_56",1,0.04,0.240022675737003,4.983,6.01,"0.2_BB_am_no.harm.wav_55","simulations",NA,"0.2_BB_am_no.harm.wav_55",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_55","200303-000.wav_56-1",0.888663085743328
"200303-006.wav_57",1,0.04,0.240022675736896,1.168,2.06,"0.2_BB_am_no.harm.wav_56","simulations",NA,"0.2_BB_am_no.harm.wav_56",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_56","200303-000.wav_57-1",0.878914608469122
"200303-006.wav_58",1,0.04,0.240022675736996,5.895,6.947,"0.2_BB_am_no.harm.wav_57","simulations",NA,"0.2_BB_am_no.harm.wav_57",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_57","200303-000.wav_58-1",0.918909573499458
"200303-006.wav_59",1,0.04,0.240022675736996,1.38,2.136,"0.2_BB_am_no.harm.wav_58","simulations",NA,"0.2_BB_am_no.harm.wav_58",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_58","200303-000.wav_59-1",0.91412063601459
"200303-006.wav_60",1,0.04,0.240022675736896,7.021,8.197,"0.2_BB_am_no.harm.wav_59","simulations",NA,"0.2_BB_am_no.harm.wav_59",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_59","200303-000.wav_60-1",0.908951672418056
"200303-006.wav_61",1,0.04,0.240022675736996,3.466,4.218,"0.2_BB_am_no.harm.wav_60","simulations",NA,"0.2_BB_am_no.harm.wav_60",25.1,0.31,10,"abierta",1,"0.2_BB_am_no.harm.wav_60","200303-000.wav_61-1",0.936661442756628
"200303-006.wav_62",1,0.04,0.240022675736896,8.3,8.7,"0.2_pure.tone_am_no.harm.wav_1","simulations",NA,"0.2_pure.tone_am_no.harm.wav_1",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_1","200303-000.wav_62-1",0.997317586918647
"200303-006.wav_63",1,0.04,0.240022675736996,3.3,3.7,"0.2_pure.tone_am_no.harm.wav_2","simulations",NA,"0.2_pure.tone_am_no.harm.wav_2",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_2","200303-000.wav_63-1",0.9991020607071
"200303-006.wav_64",1,0.04,0.240022675736996,0.8,1.2,"0.2_pure.tone_am_no.harm.wav_3","simulations",NA,"0.2_pure.tone_am_no.harm.wav_3",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_3","200303-000.wav_64-1",0.990259391341352
"200303-006.wav_65",1,0.04,0.240022675736903,6.8,7.2,"0.2_pure.tone_am_no.harm.wav_4","simulations",NA,"0.2_pure.tone_am_no.harm.wav_4",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_4","200303-000.wav_65-1",0.997785161143107
"200303-006.wav_66",1,0.04,0.240022675737003,8.8,9.2,"0.2_pure.tone_am_no.harm.wav_5","simulations",NA,"0.2_pure.tone_am_no.harm.wav_5",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_5","200303-000.wav_66-1",0.993089382837389
"200303-006.wav_67",1,0.04,0.240022675737003,4.3,4.7,"0.2_pure.tone_am_no.harm.wav_6","simulations",NA,"0.2_pure.tone_am_no.harm.wav_6",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_6","200303-000.wav_67-1",0.990672717099704
"200303-006.wav_68",1,0.04,0.240022675736903,2.3,2.7,"0.2_pure.tone_am_no.harm.wav_7","simulations",NA,"0.2_pure.tone_am_no.harm.wav_7",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_7","200303-000.wav_68-1",0.990409014367897
"200303-006.wav_69",1,0.04,0.240022675737003,9.3,9.7,"0.2_pure.tone_am_no.harm.wav_8","simulations",NA,"0.2_pure.tone_am_no.harm.wav_8",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_8","200303-000.wav_69-1",0.99281825937256
"200303-006.wav_70",1,0.04,0.240022675736903,2.3,2.7,"0.2_pure.tone_am_no.harm.wav_9","simulations",NA,"0.2_pure.tone_am_no.harm.wav_9",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_9","200303-000.wav_70-1",0.984984320095976
"200303-006.wav_71",1,0.04,0.240022675737003,5.8,6.2,"0.2_pure.tone_am_no.harm.wav_10","simulations",NA,"0.2_pure.tone_am_no.harm.wav_10",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_10","200303-000.wav_71-1",0.996895929422017
"200303-006.wav_72",1,0.04,0.240022675737003,1.3,1.7,"0.2_pure.tone_am_no.harm.wav_11","simulations",NA,"0.2_pure.tone_am_no.harm.wav_11",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_11","200303-000.wav_72-1",0.975071858334506
"200303-006.wav_73",1,0.04,0.240022675736903,9.8,10.2,"0.2_pure.tone_am_no.harm.wav_12","simulations",NA,"0.2_pure.tone_am_no.harm.wav_12",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_12","200303-000.wav_73-1",0.982922245788659
"200303-006.wav_74",1,0.04,0.240022675737003,7.8,8.2,"0.2_pure.tone_am_no.harm.wav_13","simulations",NA,"0.2_pure.tone_am_no.harm.wav_13",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_13","200303-000.wav_74-1",0.995532882649213
"200303-006.wav_75",1,0.04,0.240022675736903,0.3,0.7,"0.2_pure.tone_am_no.harm.wav_14","simulations",NA,"0.2_pure.tone_am_no.harm.wav_14",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_14","200303-000.wav_75-1",0.973583137616273
"200303-006.wav_76",1,0.04,0.240022675737003,5.3,5.7,"0.2_pure.tone_am_no.harm.wav_15","simulations",NA,"0.2_pure.tone_am_no.harm.wav_15",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_15","200303-000.wav_76-1",0.989146836872487
"200303-006.wav_77",1,0.04,0.240022675737003,9.8,10.2,"0.2_pure.tone_am_no.harm.wav_16","simulations",NA,"0.2_pure.tone_am_no.harm.wav_16",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_16","200303-000.wav_77-1",0.982560911791547
"200303-006.wav_78",1,0.04,0.240022675736903,1.3,1.7,"0.2_pure.tone_am_no.harm.wav_17","simulations",NA,"0.2_pure.tone_am_no.harm.wav_17",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_17","200303-000.wav_78-1",0.962708739906929
"200303-006.wav_79",1,0.04,0.240022675737003,0.8,1.2,"0.2_pure.tone_am_no.harm.wav_18","simulations",NA,"0.2_pure.tone_am_no.harm.wav_18",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_18","200303-000.wav_79-1",0.981433898132239
"200303-006.wav_80",1,0.04,0.240022675737003,5.8,6.2,"0.2_pure.tone_am_no.harm.wav_19","simulations",NA,"0.2_pure.tone_am_no.harm.wav_19",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_19","200303-000.wav_80-1",0.990743672510025
"200303-006.wav_81",1,0.04,0.240022675736903,4.8,5.2,"0.2_pure.tone_am_no.harm.wav_20","simulations",NA,"0.2_pure.tone_am_no.harm.wav_20",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_20","200303-000.wav_81-1",0.96402157977314
"200303-006.wav_82",1,0.04,0.240022675737003,2.8,3.2,"0.2_pure.tone_am_no.harm.wav_21","simulations",NA,"0.2_pure.tone_am_no.harm.wav_21",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_21","200303-000.wav_82-1",0.996577448719362
"200303-006.wav_83",1,0.04,0.240022675736903,0.3,0.7,"0.2_pure.tone_am_no.harm.wav_22","simulations",NA,"0.2_pure.tone_am_no.harm.wav_22",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_22","200303-000.wav_83-1",0.975103448983917
"200303-006.wav_84",1,0.04,0.240022675737003,7.3,7.7,"0.2_pure.tone_am_no.harm.wav_23","simulations",NA,"0.2_pure.tone_am_no.harm.wav_23",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_23","200303-000.wav_84-1",0.995431659043456
"200303-006.wav_85",1,0.04,0.240022675737003,4.8,5.2,"0.2_pure.tone_am_no.harm.wav_24","simulations",NA,"0.2_pure.tone_am_no.harm.wav_24",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_24","200303-000.wav_85-1",0.96990986976482
"200303-006.wav_86",1,0.04,0.240022675736903,8.3,8.7,"0.2_pure.tone_am_no.harm.wav_25","simulations",NA,"0.2_pure.tone_am_no.harm.wav_25",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_25","200303-000.wav_86-1",0.997691225603028
"200303-006.wav_87",1,0.04,0.240022675737003,5.3,5.7,"0.2_pure.tone_am_no.harm.wav_26","simulations",NA,"0.2_pure.tone_am_no.harm.wav_26",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_26","200303-000.wav_87-1",0.983758893639508
"200303-006.wav_88",1,0.04,0.240022675736903,9.3,9.7,"0.2_pure.tone_am_no.harm.wav_27","simulations",NA,"0.2_pure.tone_am_no.harm.wav_27",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_27","200303-000.wav_88-1",0.97286278373465
"200303-006.wav_89",1,0.04,0.240022675737003,3.8,4.2,"0.2_pure.tone_am_no.harm.wav_28","simulations",NA,"0.2_pure.tone_am_no.harm.wav_28",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_28","200303-000.wav_89-1",0.998009778519728
"200303-006.wav_90",1,0.04,0.240022675736996,5.3,5.7,"0.2_pure.tone_am_no.harm.wav_29","simulations",NA,"0.2_pure.tone_am_no.harm.wav_29",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_29","200303-000.wav_90-1",0.961576444514642
"200303-006.wav_91",1,0.04,0.240022675736896,4.8,5.2,"0.2_pure.tone_am_no.harm.wav_30","simulations",NA,"0.2_pure.tone_am_no.harm.wav_30",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_30","200303-000.wav_91-1",0.97089801457961
"200303-006.wav_92",1,0.04,0.240022675736996,9.3,9.7,"0.2_pure.tone_am_no.harm.wav_31","simulations",NA,"0.2_pure.tone_am_no.harm.wav_31",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_31","200303-000.wav_92-1",0.988164105216787
"200303-006.wav_93",1,0.04,0.240022675736996,3.3,3.7,"0.2_pure.tone_am_no.harm.wav_32","simulations",NA,"0.2_pure.tone_am_no.harm.wav_32",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_32","200303-000.wav_93-1",0.996464278816627
"200303-006.wav_94",1,0.04,0.240022675736896,6.8,7.2,"0.2_pure.tone_am_no.harm.wav_33","simulations",NA,"0.2_pure.tone_am_no.harm.wav_33",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_33","200303-000.wav_94-1",0.998042258319192
"200303-006.wav_95",1,0.04,0.240022675736996,7.3,7.7,"0.2_pure.tone_am_no.harm.wav_34","simulations",NA,"0.2_pure.tone_am_no.harm.wav_34",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_34","200303-000.wav_95-1",0.995793771353309
"200303-006.wav_96",1,0.04,0.240022675736896,2.8,3.2,"0.2_pure.tone_am_no.harm.wav_35","simulations",NA,"0.2_pure.tone_am_no.harm.wav_35",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_35","200303-000.wav_96-1",0.991394088217967
"200303-006.wav_97",1,0.04,0.240022675736996,0.8,1.2,"0.2_pure.tone_am_no.harm.wav_36","simulations",NA,"0.2_pure.tone_am_no.harm.wav_36",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_36","200303-000.wav_97-1",0.993859451466263
"200303-006.wav_98",1,0.04,0.240022675736996,2.3,2.7,"0.2_pure.tone_am_no.harm.wav_37","simulations",NA,"0.2_pure.tone_am_no.harm.wav_37",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_37","200303-000.wav_98-1",0.987717833320207
"200303-006.wav_99",1,0.04,0.240022675736896,6.8,7.2,"0.2_pure.tone_am_no.harm.wav_38","simulations",NA,"0.2_pure.tone_am_no.harm.wav_38",25.1,0.31,10,"abierta",1,"0.2_pure.tone_am_no.harm.wav_38","200303-000.wav_99-1",0.996729601199505
