"sound.files","selec","start","end","bottom.freq","top.freq","sound.id"
"master.wav",1,1,2,1.33333333333333,2.66666666666667,"start_marker"
"master.wav",2,2.05,2.25002267573696,7.875,8.805,"dur:0.2;freq:9;fm;am_1"
"master.wav",3,2.30002267573696,2.50004535147392,3.208,4.069,"dur:0.2;freq:4;fm;am_1"
"master.wav",4,2.55004535147392,2.75006802721088,0.422,1.223,"dur:0.2;freq:1;fm;am_1"
"master.wav",5,2.80006802721088,3.00009070294785,6.905,7.917,"dur:0.2;freq:7;fm;am_1"
"master.wav",6,3.05009070294785,3.25011337868481,8.417,9.416,"dur:0.2;freq:9.5;fm;am_1"
"master.wav",7,3.30011337868481,3.50013605442177,4.171,4.839,"dur:0.2;freq:4.5;fm;am_1"
"master.wav",8,3.55013605442177,3.75015873015873,2.097,2.961,"dur:0.2;freq:3;fm;am_1"
"master.wav",9,3.80015873015873,4.00018140589569,9.181,10.033,"dur:0.2;freq:9.5;fm;am_2"
"master.wav",10,4.05018140589569,4.25020408163265,1.849,2.506,"dur:0.2;freq:2;fm;am_1"
"master.wav",11,4.30020408163265,4.50022675736961,5.632,6.83,"dur:0.2;freq:6.5;fm;am_1"
"master.wav",12,4.55022675736961,4.75024943310658,1.474,2.55,"dur:0.2;freq:1.5;fm;am_1"
"master.wav",13,4.80024943310658,5.00027210884354,9.598,10.233,"dur:0.2;freq:10;fm;am_1"
"master.wav",14,5.05027210884354,5.2502947845805,7.317,8.141,"dur:0.2;freq:8;fm;am_1"
"master.wav",15,5.3002947845805,5.50031746031746,0.1,0.81,"dur:0.2;freq:1;fm;am_2"
"master.wav",16,5.55031746031746,5.75034013605442,5.396,6.152,"dur:0.2;freq:5.5;fm;am_1"
"master.wav",17,5.80034013605442,6.00036281179138,9.435,10.377,"dur:0.2;freq:9.5;fm;am_3"
"master.wav",18,6.05036281179138,6.25038548752834,1.23,2.525,"dur:0.2;freq:2;fm;am_2"
"master.wav",19,6.30038548752834,6.50040816326531,0.836,1.646,"dur:0.2;freq:1;fm;am_3"
"master.wav",20,6.55040816326531,6.75043083900227,5.718,7.372,"dur:0.2;freq:6;fm;am_1"
"master.wav",21,6.80043083900227,7.00045351473923,4.792,5.287,"dur:0.2;freq:5;fm;am_1"
"master.wav",22,7.05045351473923,7.25047619047619,2.461,3.506,"dur:0.2;freq:2.5;fm;am_1"
"master.wav",23,7.30047619047619,7.50049886621315,0.365,1.098,"dur:0.2;freq:0.5;fm;am_1"
"master.wav",24,7.55049886621315,7.75052154195011,7.176,7.777,"dur:0.2;freq:7.5;fm;am_1"
"master.wav",25,7.80052154195011,8.00054421768708,3.654,5,"dur:0.2;freq:4.5;fm;am_2"
"master.wav",26,8.05054421768707,8.25056689342404,8.5,9.652,"dur:0.2;freq:9.5;fm;am_4"
"master.wav",27,8.30056689342404,8.500589569161,4.933,6.011,"dur:0.2;freq:5;fm;am_2"
"master.wav",28,8.550589569161,8.75061224489796,9.013,10.015,"dur:0.2;freq:9.5;fm;am_5"
"master.wav",29,8.80061224489796,9.00063492063492,3.624,4.12,"dur:0.2;freq:4;fm;am_2"
"master.wav",30,9.05063492063492,9.25065759637188,5.027,5.695,"dur:0.2;freq:5.5;fm;am_2"
"master.wav",31,9.30065759637188,9.50068027210884,4.788,5.593,"dur:0.2;freq:5.5;fm;am_3"
"master.wav",32,9.55068027210884,9.75070294784581,8.076,9.5,"dur:0.2;freq:9;fm;am_2"
"master.wav",33,9.8007029478458,10.0007256235828,3.158,4.333,"dur:0.2;freq:3.5;fm;am_1"
"master.wav",34,10.0507256235828,10.2507482993197,5.941,7.32,"dur:0.2;freq:7;fm;am_2"
"master.wav",35,10.3007482993197,10.5007709750567,6.838,7.5,"dur:0.2;freq:7;fm;am_3"
"master.wav",36,10.5507709750567,10.7507936507937,2.66,3.141,"dur:0.2;freq:3;fm;am_2"
"master.wav",37,10.8007936507937,11.0008163265306,1,2.164,"dur:0.2;freq:2;fm;am_3"
"master.wav",38,11.0508163265306,11.2508390022676,2.077,2.5,"dur:0.2;freq:2.5;fm;am_2"
"master.wav",39,11.3008390022676,11.5008616780045,6.752,7.606,"dur:0.2;freq:7;fm;am_4"
"master.wav",40,11.5508616780045,11.7508843537415,0.5,1.555,"dur:0.2;freq:1;fm;am_4"
"master.wav",41,11.8008843537415,12.0009070294785,4.209,4.815,"dur:0.2;freq:4.5;fm;am_3"
"master.wav",42,12.0509070294785,12.2509297052154,5.764,6.869,"dur:0.2;freq:6.5;fm;am_2"
"master.wav",43,12.3009297052154,12.5009523809524,7.989,9.542,"dur:0.2;freq:8;fm;am_2"
"master.wav",44,12.5509523809524,12.7509750566893,5.973,6.905,"dur:0.2;freq:6.5;fm;am_3"
"master.wav",45,12.8009750566893,13.0009977324263,3.013,3.733,"dur:0.2;freq:3.5;fm;am_2"
"master.wav",46,13.0509977324263,13.2510204081633,9.733,10.857,"dur:0.2;freq:10;fm;am_2"
"master.wav",47,13.3010204081633,13.5010430839002,8.284,9.321,"dur:0.2;freq:9.5;fm;am_6"
"master.wav",48,13.5510430839002,13.7510657596372,8,8.539,"dur:0.2;freq:8.5;fm;am_1"
"master.wav",49,13.8010657596372,14.0010884353742,2.366,3.388,"dur:0.2;freq:3;fm;am_3"
"master.wav",50,14.0510884353741,14.2511111111111,1.048,2.28,"dur:0.2;freq:2;fm;am_4"
"master.wav",51,14.3011111111111,14.5011337868481,7.427,8.24,"dur:0.2;freq:8;fm;am_3"
"master.wav",52,14.5511337868481,14.751156462585,1.396,2.385,"dur:0.2;freq:1.5;fm;am_2"
"master.wav",53,14.801156462585,15.001179138322,3.882,5.129,"dur:0.2;freq:5;fm;am_3"
"master.wav",54,15.051179138322,15.251201814059,8.618,9.923,"dur:0.2;freq:8.5;fm;am_2"
"master.wav",55,15.301201814059,15.5012244897959,3.511,4.562,"dur:0.2;freq:4;fm;am_3"
"master.wav",56,15.5512244897959,15.7512471655329,4.983,6.01,"dur:0.2;freq:6;fm;am_2"
"master.wav",57,15.8012471655329,16.0012698412698,1.168,2.06,"dur:0.2;freq:1;fm;am_5"
"master.wav",58,16.0512698412698,16.2512925170068,5.895,6.947,"dur:0.2;freq:7;fm;am_5"
"master.wav",59,16.3012925170068,16.5013151927438,1.38,2.136,"dur:0.2;freq:2;fm;am_5"
