"sound.files","selec","start","end","bottom.freq","top.freq","template","data.set","environm","orig.sound.file","Temperatura","Humedad","distance","Vegetacion","Transecto","signal.type","reference","excess.attenuation"
"200303-004.wav_962",1,0.04,0.0864625850340212,3.2615,5.1707,"Haemorhous-mexicanus-13700.wav_1","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_1",23.8,0.31,65,"abierta",1,"Haemorhous-mexicanus-13700.wav_1","200303-000.wav_962-1",1.08937007734992
"200303-008.wav_962",1,0.04,0.0864625850340212,3.2615,5.1707,"Haemorhous-mexicanus-13700.wav_1","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_1",25.6,0.28,65,"cerrado",1,"Haemorhous-mexicanus-13700.wav_1","200303-000.wav_962-1",1.29769215684784
"200303-018.wav_962",1,0.04,0.0864625850340212,3.2615,5.1707,"Haemorhous-mexicanus-13700.wav_1","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_1",24.2,0.2,65,"abierta",2,"Haemorhous-mexicanus-13700.wav_1","200303-000.wav_962-1",1.09560809472451
"200303-019.wav_962",1,0.04,0.0864625850340212,3.2615,5.1707,"Haemorhous-mexicanus-13700.wav_1","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_1",24.5,0.2,65,"cerrado",2,"Haemorhous-mexicanus-13700.wav_1","200303-000.wav_962-1",1.13539086986929
"200303-024.wav_962",1,0.04,0.0864625850340212,3.2615,5.1707,"Haemorhous-mexicanus-13700.wav_1","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_1",28.2,0.2,65,"cerrado",3,"Haemorhous-mexicanus-13700.wav_1","200303-000.wav_962-1",1.14279229323341
"200303-025.wav_962",1,0.04,0.0864625850340212,3.2615,5.1707,"Haemorhous-mexicanus-13700.wav_1","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_1",26.2,0.2,65,"abierta",3,"Haemorhous-mexicanus-13700.wav_1","200303-000.wav_962-1",1.1366438725931
"200303-004.wav_971",1,0.04,0.182471655329018,1.591,3.6593,"Haemorhous-mexicanus-13700.wav_10","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_10",23.8,0.31,65,"abierta",1,"Haemorhous-mexicanus-13700.wav_10","200303-000.wav_971-1",1.0811544696728
"200303-008.wav_971",1,0.04,0.18247165532899,1.591,3.6593,"Haemorhous-mexicanus-13700.wav_10","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_10",25.6,0.28,65,"cerrado",1,"Haemorhous-mexicanus-13700.wav_10","200303-000.wav_971-1",1.0955113671302
"200303-018.wav_971",1,0.04,0.18247165532899,1.591,3.6593,"Haemorhous-mexicanus-13700.wav_10","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_10",24.2,0.2,65,"abierta",2,"Haemorhous-mexicanus-13700.wav_10","200303-000.wav_971-1",0.975360294149789
"200303-019.wav_971",1,0.04,0.18247165532899,1.591,3.6593,"Haemorhous-mexicanus-13700.wav_10","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_10",24.5,0.2,65,"cerrado",2,"Haemorhous-mexicanus-13700.wav_10","200303-000.wav_971-1",0.963679336030596
