"sound.files","selec","start","end","bottom.freq","top.freq","template","data.set","environm","orig.sound.file","Temperatura","Humedad","distance","Vegetacion","Transecto","signal.type","snr.attenuation"
"200303-003.wav_962",1,0.04,0.0864625850340212,3.2615,5.1707,"Haemorhous-mexicanus-13700.wav_1","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_1",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_1",1.3170895606078
"200303-003.wav_963",1,0.04,0.180907029478001,3.3411,5.0912,"Haemorhous-mexicanus-13700.wav_2","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_2",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_2",-0.0972719300591013
"200303-003.wav_964",1,0.04,0.160793650793985,2.2274,4.6139,"Haemorhous-mexicanus-13700.wav_3","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_3",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_3",0.77424887338265
"200303-003.wav_965",1,0.04,0.166984126984013,2.8638,4.6934,"Haemorhous-mexicanus-13700.wav_4","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_4",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_4",1.79091294023414
"200303-003.wav_966",1,0.04,0.185555555556001,3.182,5.3298,"Haemorhous-mexicanus-13700.wav_5","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_5",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_5",-0.996200228207769
"200303-003.wav_967",1,0.04,0.0973015873009979,2.2274,4.8525,"Haemorhous-mexicanus-13700.wav_6","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_6",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_6",-0.82829063484747
"200303-003.wav_968",1,0.04,0.109705215420015,3.5797,7.955,"Haemorhous-mexicanus-13700.wav_7","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_7",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_7",-0.415562931471431
"200303-003.wav_969",1,0.04,0.163877551020001,1.9887,3.9775,"Haemorhous-mexicanus-13700.wav_8","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_8",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_8",1.39875903400248
"200303-003.wav_970",1,0.04,0.132925170067986,2.1478,3.4206,"Haemorhous-mexicanus-13700.wav_9","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_9",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_9",3.02410105547703
"200303-003.wav_971",1,0.04,0.18247165532899,1.591,3.6593,"Haemorhous-mexicanus-13700.wav_10","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_10",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_10",0.172577104130769
"200303-003.wav_972",1,0.04,0.297029478458008,1.7501,5.9662,"Haemorhous-mexicanus-13700.wav_11","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_11",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_11",-0.299663098420813
"200303-003.wav_973",1,0.04,0.122086167801009,2.2274,4.773,"Haemorhous-mexicanus-13700.wav_12","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_12",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_12",-0.513702247852211
"200303-003.wav_974",1,0.04,0.0942176870739866,1.4319,4.6934,"Haemorhous-mexicanus-13700.wav_13","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_13",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_13",0.437416023305226
"200303-003.wav_975",1,0.04,0.171632653061985,1.591,5.5685,"Haemorhous-mexicanus-13700.wav_14","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_14",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_14",0.563240175295192
"200303-003.wav_976",1,0.04,0.126734693876991,1.6705,5.3298,"Haemorhous-mexicanus-13700.wav_15","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_15",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_15",-1.69092900795373
"200303-003.wav_977",1,0.04,0.34503401360599,1.4319,7.7163,"Haemorhous-mexicanus-13700.wav_16","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_16",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_16",1.09044281703182
"200303-003.wav_978",1,0.04,0.383741496598,1.5114,6.0458,"Haemorhous-mexicanus-13700.wav_17","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_17",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_17",-1.05754719227962
"200303-003.wav_979",1,0.04,0.382199546486,1.591,5.5685,"Haemorhous-mexicanus-13700.wav_18","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_18",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_18",-0.841183237644402
"200303-003.wav_980",1,0.04,0.143764172334991,2.6251,5.2105,"Haemorhous-mexicanus-220518.wav_1","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_1",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-220518.wav_1",-1.50644380073088
"200303-003.wav_981",1,0.04,0.163877551020996,1.8694,3.6195,"Haemorhous-mexicanus-220518.wav_2","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_2",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-220518.wav_2",-0.242616643022463
"200303-003.wav_982",1,0.04,0.13446712018098,2.9036,5.5685,"Haemorhous-mexicanus-220518.wav_3","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_3",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-220518.wav_3",1.43805594675474
"200303-003.wav_983",1,0.04,0.185555555556001,3.0229,5.7673,"Haemorhous-mexicanus-220518.wav_4","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_4",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-220518.wav_4",-0.155248644582613
"200303-003.wav_984",1,0.04,0.201043083900012,2.9831,5.6878,"Haemorhous-mexicanus-220518.wav_5","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_5",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-220518.wav_5",-1.134551747549
"200303-003.wav_985",1,0.04,0.0864625850339928,4.9761,7.9592,"Haemorhous-mexicanus-220518.wav_6","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_6",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-220518.wav_6",-0.347696194947636
"200303-003.wav_986",1,0.04,0.10970521541902,2.5896,4.3397,"Haemorhous-mexicanus-220518.wav_7","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_7",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-220518.wav_7",0.284163115861999
