"sound.files","selec","start","end","bottom.freq","top.freq","template","data.set","environm","orig.sound.file","Temperatura","Humedad","distance","Vegetacion","Transecto","signal.type","reference","spectral.correlation"
"200303-003.wav_962",1,0.04,0.0864625850340212,3.2615,5.1707,"Haemorhous-mexicanus-13700.wav_1","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_1",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_1","200303-000.wav_962-1",0.677823635188101
"200303-003.wav_963",1,0.04,0.180907029478001,3.3411,5.0912,"Haemorhous-mexicanus-13700.wav_2","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_2",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_2","200303-000.wav_963-1",0.961232779836441
"200303-003.wav_964",1,0.04,0.160793650793985,2.2274,4.6139,"Haemorhous-mexicanus-13700.wav_3","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_3",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_3","200303-000.wav_964-1",0.598534019716879
"200303-003.wav_965",1,0.04,0.166984126984013,2.8638,4.6934,"Haemorhous-mexicanus-13700.wav_4","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_4",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_4","200303-000.wav_965-1",0.942853630336016
"200303-003.wav_966",1,0.04,0.185555555556001,3.182,5.3298,"Haemorhous-mexicanus-13700.wav_5","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_5",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_5","200303-000.wav_966-1",0.920326008118512
"200303-003.wav_967",1,0.04,0.0973015873009979,2.2274,4.8525,"Haemorhous-mexicanus-13700.wav_6","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_6",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_6","200303-000.wav_967-1",0.677715366061199
"200303-003.wav_968",1,0.04,0.109705215420015,3.5797,7.955,"Haemorhous-mexicanus-13700.wav_7","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_7",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_7","200303-000.wav_968-1",-0.163210277818759
"200303-003.wav_969",1,0.04,0.163877551020001,1.9887,3.9775,"Haemorhous-mexicanus-13700.wav_8","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_8",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_8","200303-000.wav_969-1",0.985483521371473
"200303-003.wav_970",1,0.04,0.132925170067986,2.1478,3.4206,"Haemorhous-mexicanus-13700.wav_9","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_9",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_9","200303-000.wav_970-1",0.976157954747095
"200303-003.wav_971",1,0.04,0.18247165532899,1.591,3.6593,"Haemorhous-mexicanus-13700.wav_10","Paulina","bosque_cerrado","Haemorhous-mexicanus-13700.wav_10",24.1,0.39,100,"abierta",1,"Haemorhous-mexicanus-13700.wav_10","200303-000.wav_971-1",0.969257343343212
